region,province,city,district,psgc,xcode
Region VIII,Northern Samar,Lapinig,Can Maria,084809004,08NS09004
Region VIII,Northern Samar,Lapinig,Can Omanio,084809005,08NS09005
Region VIII,Northern Samar,Lapinig,Imelda,084809006,08NS09006
Region VIII,Northern Samar,Lapinig,Lapinig Del Sur,084809007,08NS09007
Region VIII,Northern Samar,Lapinig,Lapinig Del Norte,084809008,08NS09008
Region VIII,Northern Samar,Lapinig,Lo-Ok,084809009,08NS09009
Region VIII,Northern Samar,Lapinig,Mabini,084809010,08NS09010
Region VIII,Northern Samar,Lapinig,May-Igot,084809011,08NS09011
Region VIII,Northern Samar,Lapinig,Palanas,084809012,08NS09012
Region VIII,Northern Samar,Lapinig,Pio Del Pilar,084809013,08NS09013
Region VIII,Northern Samar,Lapinig,Potong,084809014,08NS09014
Region VIII,Northern Samar,Lapinig,Potong Del Sur,084809015,08NS09015
Region VIII,Northern Samar,Las Navas,Balugo,084810001,08NS10001
Region VIII,Northern Samar,Las Navas,Bugay,084810002,08NS10002
Region VIII,Northern Samar,Las Navas,Bugtosan,084810003,08NS10003
Region VIII,Northern Samar,Las Navas,Bukid,084810004,08NS10004
Region VIII,Northern Samar,Las Navas,Bulao,084810005,08NS10005
Region VIII,Northern Samar,Las Navas,Caputoan,084810006,08NS10006
Region VIII,Northern Samar,Las Navas,Catoto-Ogan,084810007,08NS10007
Region VIII,Northern Samar,Las Navas,Cuenco,084810008,08NS10008
Region VIII,Northern Samar,Las Navas,Dapdap,084810009,08NS10009
Region VIII,Northern Samar,Las Navas,Del Pilar,084810010,08NS10010
Region VIII,Northern Samar,Las Navas,Dolores,084810011,08NS10011
Region VIII,Northern Samar,Las Navas,Epaw,084810012,08NS10012
Region VIII,Northern Samar,Las Navas,Geguinta,084810013,08NS10013
Region VIII,Northern Samar,Las Navas,Geracdo,084810014,08NS10014
Region VIII,Northern Samar,Las Navas,Guyo,084810015,08NS10015
Region VIII,Northern Samar,Las Navas,H. Jolejole District,084810016,08NS10016
Region VIII,Northern Samar,Las Navas,Hangi,084810017,08NS10017
Region VIII,Northern Samar,Las Navas,Imelda,084810018,08NS10018
Region VIII,Northern Samar,Las Navas,L. Empon,084810019,08NS10019
Region VIII,Northern Samar,Las Navas,Lakandula,084810020,08NS10020
Region VIII,Northern Samar,Las Navas,Lumala-Og,084810021,08NS10021
Region VIII,Northern Samar,Las Navas,Lourdes,084810022,08NS10022
Region VIII,Northern Samar,Las Navas,Mabini,084810023,08NS10023
Region VIII,Northern Samar,Las Navas,Macarthur,084810024,08NS10024
Region VIII,Northern Samar,Las Navas,Magsaysay,084810025,08NS10025
Region VIII,Northern Samar,Las Navas,Matelarag,084810026,08NS10026
Region VIII,Northern Samar,Las Navas,Osmena,084810027,08NS10027
Region VIII,Northern Samar,Las Navas,Paco,084810028,08NS10028
Region VIII,Northern Samar,Las Navas,Palanas,084810029,08NS10029
Region VIII,Northern Samar,Las Navas,Perez,084810030,08NS10030
Region VIII,Northern Samar,Las Navas,Poponton,084810031,08NS10031
Region VIII,Northern Samar,Las Navas,Quezon,084810032,08NS10032
Region VIII,Northern Samar,Las Navas,Quirino,084810033,08NS10033
Region VIII,Northern Samar,Las Navas,Quirino District,084810034,08NS10034
Region VIII,Northern Samar,Las Navas,Rebong,084810035,08NS10035
Region VIII,Northern Samar,Las Navas,Rizal,084810036,08NS10036
Region VIII,Northern Samar,Las Navas,Roxas,084810037,08NS10037
Region VIII,Northern Samar,Las Navas,Rufino,084810038,08NS10038
Region VIII,Northern Samar,Las Navas,Sag-Od,084810039,08NS10039
Region VIII,Northern Samar,Las Navas,San Andres,084810040,08NS10040
Region VIII,Northern Samar,Las Navas,San Antonio,084810041,08NS10041
Region VIII,Northern Samar,Las Navas,San Fernando,084810042,08NS10042
Region VIII,Northern Samar,Las Navas,San Francisco,084810043,08NS10043
Region VIII,Northern Samar,Las Navas,San Isidro,084810045,08NS10045
Region VIII,Northern Samar,Las Navas,San Jorge,084810046,08NS10046
Region VIII,Northern Samar,Las Navas,San Jose,084810047,08NS10047
Region VIII,Northern Samar,Las Navas,San Miguel,084810048,08NS10048
Region VIII,Northern Samar,Las Navas,Santo Tomas,084810049,08NS10049
Region VIII,Northern Samar,Las Navas,Tagab-Iran,084810050,08NS10050
Region VIII,Northern Samar,Las Navas,Tagan-Ayan,084810051,08NS10051
Region VIII,Northern Samar,Las Navas,Taylor,084810052,08NS10052
Region VIII,Northern Samar,Las Navas,Victory,084810053,08NS10053
Region VIII,Northern Samar,Las Navas,H. Jolejole,084810054,08NS10054
Region VIII,Northern Samar,Lavezares,Balicuatro,084811001,08NS11001
Region VIII,Northern Samar,Lavezares,Bani,084811002,08NS11002
Region VIII,Northern Samar,Lavezares,Barobaybay,084811003,08NS11003
Region VIII,Northern Samar,Lavezares,Caburihan,084811004,08NS11004
Region VIII,Northern Samar,Lavezares,Caragas,084811005,08NS11005
Region VIII,Northern Samar,Lavezares,Cataogan,084811006,08NS11006
Region VIII,Northern Samar,Lavezares,Chansvilla,084811007,08NS11007
Region VIII,Northern Samar,Lavezares,Datag,084811008,08NS11008
Region VIII,Northern Samar,Lavezares,Enriqueta,084811009,08NS11009
Region VIII,Northern Samar,Lavezares,Libas,084811010,08NS11010
Region VIII,Northern Samar,Lavezares,Libertad,084811011,08NS11011
Region VIII,Northern Samar,Lavezares,Macarthur,084811012,08NS11012
Region VIII,Northern Samar,Lavezares,Magsaysay,084811013,08NS11013
Region VIII,Northern Samar,Lavezares,Maravilla,084811014,08NS11014
Region VIII,Northern Samar,Lavezares,Ocad,084811015,08NS11015
Region VIII,Northern Samar,Lavezares,Salvacion,084811018,08NS11018
Region VIII,Northern Samar,Lavezares,San Agustin,084811019,08NS11019
Region VIII,Northern Samar,Lavezares,San Isidro,084811020,08NS11020
Region VIII,Northern Samar,Lavezares,San Jose,084811021,08NS11021
Region VIII,Northern Samar,Lavezares,San Juan,084811022,08NS11022
Region VIII,Northern Samar,Lavezares,San Miguel,084811023,08NS11023
Region VIII,Northern Samar,Lavezares,To-Og,084811026,08NS11026
Region VIII,Northern Samar,Lavezares,Urdaneta,084811027,08NS11027
Region VIII,Northern Samar,Lavezares,Villa,084811028,08NS11028
Region VIII,Northern Samar,Lavezares,Villahermosa,084811029,08NS11029
Region VIII,Northern Samar,Lavezares,Sabong-Tabok,084811030,08NS11030
Region VIII,Northern Samar,Mapanas,Burgos,084812001,08NS12001
Region VIII,Northern Samar,Mapanas,Jubasan,084812002,08NS12002
Region VIII,Northern Samar,Mapanas,Magsaysay,084812003,08NS12003
Region VIII,Northern Samar,Mapanas,Magtaon,084812004,08NS12004
Region VIII,Northern Samar,Mapanas,Del Norte,084812005,08NS12005
Region VIII,Northern Samar,Mapanas,Del Sur,084812006,08NS12006
Region VIII,Northern Samar,Mapanas,Quezon,084812007,08NS12007
Region VIII,Northern Samar,Mapanas,San Jose,084812008,08NS12008
Region VIII,Northern Samar,Mapanas,Siljagon,084812009,08NS12009
Region VIII,Northern Samar,Mapanas,Naparasan,084812010,08NS12010
Region VIII,Northern Samar,Mapanas,E. Laodenio,084812011,08NS12011
Region VIII,Northern Samar,Mapanas,Manaybanay,084812012,08NS12012
Region VIII,Northern Samar,Mapanas,Santa Potenciana,084812013,08NS12013
Region VIII,Northern Samar,Mondragon,Bagasbas,084813001,08NS13001
Region VIII,Northern Samar,Mondragon,Bugko,084813002,08NS13002
Region VIII,Northern Samar,Mondragon,Cablangan,084813003,08NS13003
Region VIII,Northern Samar,Mondragon,Cagmanaba,084813004,08NS13004
Region VIII,Northern Samar,Mondragon,Cahicsan,084813005,08NS13005
Region VIII,Northern Samar,Mondragon,Chitongco,084813006,08NS13006
Region VIII,Northern Samar,Mondragon,De Maria,084813007,08NS13007
Region VIII,Northern Samar,Mondragon,Dona Lucia,084813008,08NS13008
Region VIII,Northern Samar,Mondragon,Eco,084813009,08NS13009
Region VIII,Northern Samar,Mondragon,Flormina,084813010,08NS13010
Region VIII,Northern Samar,Mondragon,Hinabangan,084813011,08NS13011
Region VIII,Northern Samar,Mondragon,Imelda,084813012,08NS13012
Region VIII,Northern Samar,Mondragon,La Trinidad,084813013,08NS13013
Region VIII,Northern Samar,Mondragon,Makiwalo,084813014,08NS13014
Region VIII,Northern Samar,Mondragon,Mirador,084813015,08NS13015
Region VIII,Northern Samar,Mondragon,Nenita,084813016,08NS13016
Region VIII,Northern Samar,Mondragon,Roxas,084813017,08NS13017
Region VIII,Northern Samar,Mondragon,San Agustin,084813018,08NS13018
Region VIII,Northern Samar,Mondragon,San Antonio,084813019,08NS13019
Region VIII,Northern Samar,Mondragon,San Isidro,084813020,08NS13020
Region VIII,Northern Samar,Mondragon,San Jose,084813021,08NS13021
Region VIII,Northern Samar,Mondragon,San Juan,084813022,08NS13022
Region VIII,Northern Samar,Mondragon,Santa Catalina,084813023,08NS13023
Region VIII,Northern Samar,Mondragon,Talolora,084813024,08NS13024
Region VIII,Northern Samar,Palapag,Asum,084814001,08NS14001
Region VIII,Northern Samar,Palapag,Bagacay,084814002,08NS14002
Region VIII,Northern Samar,Palapag,Bangon,084814003,08NS14003
Region VIII,Northern Samar,Palapag,Binay,084814004,08NS14004
Region VIII,Northern Samar,Palapag,Cabariwan,084814005,08NS14005
Region VIII,Northern Samar,Palapag,Cabatuan,084814006,08NS14006
Region VIII,Northern Samar,Palapag,Campedico,084814007,08NS14007
Region VIII,Northern Samar,Palapag,Capacujan,084814008,08NS14008
Region VIII,Northern Samar,Palapag,Jangtud,084814009,08NS14009
Region VIII,Northern Samar,Palapag,Laniwan,084814010,08NS14010
Region VIII,Northern Samar,Palapag,Mabaras,084814011,08NS14011
Region VIII,Northern Samar,Palapag,Magsaysay,084814012,08NS14012
Region VIII,Northern Samar,Palapag,Manajao,084814013,08NS14013
Region VIII,Northern Samar,Palapag,Mapno,084814014,08NS14014
Region VIII,Northern Samar,Palapag,Maragano,084814015,08NS14015
Region VIII,Northern Samar,Palapag,Matambag,084814016,08NS14016
Region VIII,Northern Samar,Palapag,Monbon,084814017,08NS14017
Region VIII,Northern Samar,Palapag,Nagbobtac,084814018,08NS14018
Region VIII,Northern Samar,Palapag,Napo,084814019,08NS14019
Region VIII,Northern Samar,Palapag,Natawo,084814020,08NS14020
Region VIII,Northern Samar,Palapag,Nipa,084814021,08NS14021
Region VIII,Northern Samar,Palapag,Osmena,084814022,08NS14022
Region VIII,Northern Samar,Palapag,Pangpang,084814023,08NS14023
Region VIII,Northern Samar,Palapag,Paysud,084814024,08NS14024
Region VIII,Northern Samar,Palapag,Sangay,084814026,08NS14026
Region VIII,Northern Samar,Palapag,Simora,084814028,08NS14028
Region VIII,Northern Samar,Palapag,Sinalaran,084814029,08NS14029
Region VIII,Northern Samar,Palapag,Sumoroy,084814030,08NS14030
Region VIII,Northern Samar,Palapag,Talolora,084814031,08NS14031
Region VIII,Northern Samar,Palapag,Tambangan,084814032,08NS14032
Region VIII,Northern Samar,Palapag,Tinampo,084814033,08NS14033
Region VIII,Northern Samar,Palapag,Benigno S. Aquino Jr.,084814034,08NS14034
Region VIII,Northern Samar,Pambujan,Cababto-An,084815002,08NS15002
Region VIII,Northern Samar,Pambujan,Cabari-An,084815004,08NS15004
Region VIII,Northern Samar,Pambujan,Cagbigajo,084815005,08NS15005
Region VIII,Northern Samar,Pambujan,Canjumadal,084815007,08NS15007
Region VIII,Northern Samar,Pambujan,Dona Anecita,084815008,08NS15008
Region VIII,Northern Samar,Pambujan,Camparanga,084815009,08NS15009
Region VIII,Northern Samar,Pambujan,Ge-Adgawan,084815010,08NS15010
Region VIII,Northern Samar,Pambujan,Ginulgan,084815011,08NS15011
Region VIII,Northern Samar,Pambujan,Geparayan,084815012,08NS15012
Region VIII,Northern Samar,Pambujan,Igot,084815013,08NS15013
Region VIII,Northern Samar,Pambujan,Ynaguingayan,084815014,08NS15014
Region VIII,Northern Samar,Pambujan,Inanahawan,084815015,08NS15015
Region VIII,Northern Samar,Pambujan,Manahao,084815016,08NS15016
Region VIII,Northern Samar,Pambujan,Paninirongan,084815018,08NS15018
Region VIII,Northern Samar,Pambujan,Poblacion District 1,084815019,08NS15019
Region VIII,Northern Samar,Pambujan,Poblacion District 2,084815020,08NS15020
Region VIII,Northern Samar,Pambujan,Poblacion District 3,084815021,08NS15021
Region VIII,Northern Samar,Pambujan,Poblacion District 4,084815022,08NS15022
Region VIII,Northern Samar,Pambujan,Poblacion District 5,084815023,08NS15023
Region VIII,Northern Samar,Pambujan,Poblacion District 6,084815024,08NS15024
Region VIII,Northern Samar,Pambujan,Poblacion District 7,084815025,08NS15025
Region VIII,Northern Samar,Pambujan,Poblacion District 8,084815026,08NS15026
Region VIII,Northern Samar,Pambujan,San Ramon,084815027,08NS15027
Region VIII,Northern Samar,Pambujan,Senonogan,084815028,08NS15028
Region VIII,Northern Samar,Pambujan,Sixto T. Balanguit Sr.,084815029,08NS15029
Region VIII,Northern Samar,Pambujan,Tula,084815030,08NS15030
Region VIII,Northern Samar,Rosario,Aguada,084816001,08NS16001
Region VIII,Northern Samar,Rosario,Buenavista,084816002,08NS16002
Region VIII,Northern Samar,Rosario,Jamoog,084816003,08NS16003
Region VIII,Northern Samar,Rosario,Ligaya,084816005,08NS16005
Region VIII,Northern Samar,Rosario,Poblacion,084816006,08NS16006
Region VIII,Northern Samar,Rosario,Salhag,084816007,08NS16007
Region VIII,Northern Samar,Rosario,San Lorenzo,084816008,08NS16008
Region VIII,Northern Samar,Rosario,Bantolinao,084816009,08NS16009
Region VIII,Northern Samar,Rosario,Commonwealth,084816010,08NS16010
Region VIII,Northern Samar,Rosario,Guindaulan,084816011,08NS16011
Region VIII,Northern Samar,Rosario,Kailingan,084816012,08NS16012
Region VIII,Northern Samar,San Antonio,Burabod,084817001,08NS17001
Region VIII,Northern Samar,San Antonio,Dalupirit,084817002,08NS17002
Region VIII,Northern Samar,San Antonio,Manraya,084817003,08NS17003
Region VIII,Northern Samar,San Antonio,Pilar,084817005,08NS17005
Region VIII,Northern Samar,San Antonio,Ward I,084817006,08NS17006
Region VIII,Northern Samar,San Antonio,Rizal,084817007,08NS17007
Region VIII,Northern Samar,San Antonio,San Nicolas,084817008,08NS17008
Region VIII,Northern Samar,San Antonio,Vinisitahan,084817009,08NS17009
Region VIII,Northern Samar,San Antonio,Ward II,084817010,08NS17010
Region VIII,Northern Samar,San Antonio,Ward III,084817011,08NS17011
Region VIII,Northern Samar,San Isidro,Alegria,084818001,08NS18001
Region VIII,Northern Samar,San Isidro,Balite,084818003,08NS18003
Region VIII,Northern Samar,San Isidro,Buenavista,084818004,08NS18004
Region VIII,Northern Samar,San Isidro,Caglanipao,084818005,08NS18005
Region VIII,Northern Samar,San Isidro,Happy Valley,084818007,08NS18007
Region VIII,Northern Samar,San Isidro,Mabuhay,084818008,08NS18008
Region VIII,Northern Samar,San Isidro,Palanit,084818009,08NS18009
Region VIII,Northern Samar,San Isidro,Poblacion Norte,084818010,08NS18010
Region VIII,Northern Samar,San Isidro,Poblacion Sur,084818011,08NS18011
Region VIII,Northern Samar,San Isidro,Salvacion,084818012,08NS18012
Region VIII,Northern Samar,San Isidro,San Juan,084818013,08NS18013
Region VIII,Northern Samar,San Isidro,San Roque,084818014,08NS18014
Region VIII,Northern Samar,San Isidro,Seven Hills,084818015,08NS18015
Region VIII,Northern Samar,San Isidro,Veriato,084818016,08NS18016
Region VIII,Northern Samar,San Jose,Aguadahan,084819002,08NS19002
Region VIII,Northern Samar,San Jose,Bagong Sabang,084819003,08NS19003
Region VIII,Northern Samar,San Jose,Balite,084819004,08NS19004
Region VIII,Northern Samar,San Jose,Bonglas,084819005,08NS19005
Region VIII,Northern Samar,San Jose,Da-O,084819007,08NS19007
Region VIII,Northern Samar,San Jose,Gengarog,084819008,08NS19008
Region VIII,Northern Samar,San Jose,Geratag,084819009,08NS19009
Region VIII,Northern Samar,San Jose,Layuhan,084819012,08NS19012
Region VIII,Northern Samar,San Jose,Mandugang,084819013,08NS19013
Region VIII,Northern Samar,San Jose,P. Tingzon,084819014,08NS19014
Region VIII,Northern Samar,San Jose,San Lorenzo,084819025,08NS19025
Region VIII,Northern Samar,San Jose,Tubigdanao,084819026,08NS19026
Region VIII,Northern Samar,San Jose,Barangay North,084819027,08NS19027
Region VIII,Northern Samar,San Jose,Barangay South,084819028,08NS19028
Region VIII,Northern Samar,San Jose,Barangay East,084819029,08NS19029
Region VIII,Northern Samar,San Jose,Barangay West,084819030,08NS19030
Region VIII,Northern Samar,San Roque,Balnasan,084820001,08NS20001
Region VIII,Northern Samar,San Roque,Balud,084820002,08NS20002
Region VIII,Northern Samar,San Roque,Bantayan,084820003,08NS20003
Region VIII,Northern Samar,San Roque,Coroconog,084820004,08NS20004
Region VIII,Northern Samar,San Roque,Dale,084820005,08NS20005
Region VIII,Northern Samar,San Roque,Ginagdanan,084820006,08NS20006
Region VIII,Northern Samar,San Roque,Lao-Angan,084820007,08NS20007
Region VIII,Northern Samar,San Roque,Lawaan,084820008,08NS20008
Region VIII,Northern Samar,San Roque,Malobago,084820009,08NS20009
Region VIII,Northern Samar,San Roque,Pagsang-An,084820010,08NS20010
Region VIII,Northern Samar,San Roque,Zone 1,084820011,08NS20011
Region VIII,Northern Samar,San Roque,Zone 2,084820012,08NS20012
Region VIII,Northern Samar,San Roque,Zone 3,084820013,08NS20013
Region VIII,Northern Samar,San Roque,Zone 4,084820014,08NS20014
Region VIII,Northern Samar,San Roque,Zone 5,084820015,08NS20015
Region VIII,Northern Samar,San Roque,Zone 6,084820016,08NS20016
Region VIII,Northern Samar,San Vicente,Maragat,084821002,08NS21002
Region VIII,Northern Samar,San Vicente,Mongol Bongol Pob.,084821003,08NS21003
Region VIII,Northern Samar,San Vicente,Sangputan,084821005,08NS21005
Region VIII,Northern Samar,San Vicente,Sila,084821006,08NS21006
Region VIII,Northern Samar,San Vicente,Tarnate,084821007,08NS21007
Region VIII,Northern Samar,San Vicente,Destacado Pob.,084821008,08NS21008
Region VIII,Northern Samar,San Vicente,Punta Pob.,084821009,08NS21009
Region VIII,Northern Samar,Silvino Lobos,Balud,084822001,08NS22001
Region VIII,Northern Samar,Silvino Lobos,Cababayogan,084822002,08NS22002
Region VIII,Northern Samar,Silvino Lobos,Cabunga-An,084822003,08NS22003
Region VIII,Northern Samar,Silvino Lobos,Cagda-O,084822004,08NS22004
Region VIII,Northern Samar,Silvino Lobos,Caghilot,084822005,08NS22005
Region VIII,Northern Samar,Silvino Lobos,Camanggaran,084822006,08NS22006
Region VIII,Northern Samar,Silvino Lobos,Camaya-An,084822007,08NS22007
Region VIII,Northern Samar,Silvino Lobos,Deit De Suba,084822008,08NS22008
Region VIII,Northern Samar,Silvino Lobos,Deit De Turag,084822009,08NS22009
Region VIII,Northern Samar,Silvino Lobos,Gebonawan,084822010,08NS22010
Region VIII,Northern Samar,Silvino Lobos,Gebolwangan,084822011,08NS22011
Region VIII,Northern Samar,Silvino Lobos,Gecbo-An,084822012,08NS22012
Region VIII,Northern Samar,Silvino Lobos,Giguimitan,084822013,08NS22013
Region VIII,Northern Samar,Silvino Lobos,Genagasan,084822014,08NS22014
Region VIII,Northern Samar,Silvino Lobos,Geparayan De Turag,084822015,08NS22015
Region VIII,Northern Samar,Silvino Lobos,Gusaran,084822016,08NS22016
Region VIII,Northern Samar,Silvino Lobos,Imelda,084822017,08NS22017
Region VIII,Northern Samar,Silvino Lobos,Montalban,084822018,08NS22018
Region VIII,Northern Samar,Silvino Lobos,Suba,084822019,08NS22019
Region VIII,Northern Samar,Silvino Lobos,San Isidro,084822020,08NS22020
Region VIII,Northern Samar,Silvino Lobos,Senonogan De Tubang,084822021,08NS22021
Region VIII,Northern Samar,Silvino Lobos,Tobgon,084822022,08NS22022
Region VIII,Northern Samar,Silvino Lobos,Victory,084822023,08NS22023
Region VIII,Northern Samar,Silvino Lobos,Poblacion I,084822024,08NS22024
Region VIII,Northern Samar,Silvino Lobos,Poblacion Ii,084822025,08NS22025
Region VIII,Northern Samar,Silvino Lobos,San Antonio,084822026,08NS22026
Region VIII,Northern Samar,Victoria,Acedillo,084823001,08NS23001
Region VIII,Northern Samar,Victoria,Buenasuerte,084823002,08NS23002
Region VIII,Northern Samar,Victoria,Buenos Aires,084823003,08NS23003
Region VIII,Northern Samar,Victoria,Colab-Og,084823004,08NS23004
Region VIII,Northern Samar,Victoria,Erenas,084823006,08NS23006
Region VIII,Northern Samar,Victoria,Libertad,084823007,08NS23007
Region VIII,Northern Samar,Victoria,Luisita,084823008,08NS23008
Region VIII,Northern Samar,Victoria,Lungib,084823009,08NS23009
Region VIII,Northern Samar,Victoria,Maxvilla,084823010,08NS23010
Region VIII,Northern Samar,Victoria,Pasabuena,084823011,08NS23011
