region,province,city,district,psgc,xcode
Region VIII,Leyte,Tacloban City,Barangay 69,083747100,08LY39100
Region VIII,Leyte,Tacloban City,Barangay 70,083747101,08LY39101
Region VIII,Leyte,Tacloban City,Barangay 71,083747102,08LY39102
Region VIII,Leyte,Tacloban City,Barangay 72,083747103,08LY39103
Region VIII,Leyte,Tacloban City,Barangay 73,083747104,08LY39104
Region VIII,Leyte,Tacloban City,Barangay 74,083747105,08LY39105
Region VIII,Leyte,Tacloban City,Barangay 75,083747106,08LY39106
Region VIII,Leyte,Tacloban City,Barangay 76,083747107,08LY39107
Region VIII,Leyte,Tacloban City,Barangay 77,083747108,08LY39108
Region VIII,Leyte,Tacloban City,Barangay 78,083747109,08LY39109
Region VIII,Leyte,Tacloban City,Barangay 79,083747110,08LY39110
Region VIII,Leyte,Tacloban City,Barangay 80,083747112,08LY39112
Region VIII,Leyte,Tacloban City,Barangay 81,083747113,08LY39113
Region VIII,Leyte,Tacloban City,Barangay 82,083747114,08LY39114
Region VIII,Leyte,Tacloban City,Barangay 83,083747115,08LY39115
Region VIII,Leyte,Tacloban City,Barangay 83-A,083747116,08LY39116
Region VIII,Leyte,Tacloban City,Barangay 84,083747117,08LY39117
Region VIII,Leyte,Tacloban City,Barangay 85,083747118,08LY39118
Region VIII,Leyte,Tacloban City,Barangay 86,083747119,08LY39119
Region VIII,Leyte,Tacloban City,Barangay 87,083747120,08LY39120
Region VIII,Leyte,Tacloban City,Barangay 88,083747121,08LY39121
Region VIII,Leyte,Tacloban City,Barangay 89,083747122,08LY39122
Region VIII,Leyte,Tacloban City,Barangay 90,083747123,08LY39123
Region VIII,Leyte,Tacloban City,Barangay 91,083747124,08LY39124
Region VIII,Leyte,Tacloban City,Barangay 92,083747125,08LY39125
Region VIII,Leyte,Tacloban City,Barangay 93,083747127,08LY39127
Region VIII,Leyte,Tacloban City,Barangay 94,083747128,08LY39128
Region VIII,Leyte,Tacloban City,Barangay 95,083747129,08LY39129
Region VIII,Leyte,Tacloban City,Barangay 96,083747130,08LY39130
Region VIII,Leyte,Tacloban City,Barangay 97,083747131,08LY39131
Region VIII,Leyte,Tacloban City,Barangay 98,083747132,08LY39132
Region VIII,Leyte,Tacloban City,Barangay 99,083747133,08LY39133
Region VIII,Leyte,Tacloban City,Barangay 109,083747134,08LY39134
Region VIII,Leyte,Tacloban City,Barangay 109-A,083747135,08LY39135
Region VIII,Leyte,Tacloban City,Barangay 110,083747136,08LY39136
Region VIII,Leyte,Tacloban City,Barangay 5-A,083747137,08LY39137
Region VIII,Leyte,Tacloban City,Barangay 36-A,083747138,08LY39138
Region VIII,Leyte,Tacloban City,Barangay 42-A,083747139,08LY39139
Region VIII,Leyte,Tacloban City,Barangay 48-A,083747140,08LY39140
Region VIII,Leyte,Tacloban City,Barangay 48-B,083747141,08LY39141
Region VIII,Leyte,Tacloban City,Barangay 51-A,083747142,08LY39142
Region VIII,Leyte,Tacloban City,Barangay 54-A,083747143,08LY39143
Region VIII,Leyte,Tacloban City,Barangay 56-A,083747145,08LY39145
Region VIII,Leyte,Tacloban City,Barangay 59-A,083747146,08LY39146
Region VIII,Leyte,Tacloban City,Barangay 59-B,083747147,08LY39147
Region VIII,Leyte,Tacloban City,Barangay 62-A,083747148,08LY39148
Region VIII,Leyte,Tacloban City,Barangay 62-B,083747149,08LY39149
Region VIII,Leyte,Tacloban City,Barangay 83-B,083747150,08LY39150
Region VIII,Leyte,Tacloban City,Barangay 83-C,083747151,08LY39151
Region VIII,Leyte,Tacloban City,Barangay 95-A,083747152,08LY39152
Region VIII,Leyte,Tacloban City,Barangay 8-A,083747153,08LY39153
Region VIII,Leyte,Tacloban City,Barangay 23-A,083747154,08LY39154
Region VIII,Leyte,Tacloban City,Barangay 94-A,083747155,08LY39155
Region VIII,Leyte,Tanauan,Ada,083748001,08LY40001
Region VIII,Leyte,Tanauan,Amanluran,083748002,08LY40002
Region VIII,Leyte,Tanauan,Arado,083748003,08LY40003
Region VIII,Leyte,Tanauan,Atipolo,083748004,08LY40004
Region VIII,Leyte,Tanauan,Balud,083748005,08LY40005
Region VIII,Leyte,Tanauan,Bangon,083748006,08LY40006
Region VIII,Leyte,Tanauan,Bantagan,083748007,08LY40007
Region VIII,Leyte,Tanauan,Baras,083748008,08LY40008
Region VIII,Leyte,Tanauan,Binolo,083748009,08LY40009
Region VIII,Leyte,Tanauan,Binongto-an,083748010,08LY40010
Region VIII,Leyte,Tanauan,Bislig,083748011,08LY40011
Region VIII,Leyte,Tanauan,Cabalagnan,083748012,08LY40012
Region VIII,Leyte,Tanauan,Cabarasan Guti,083748013,08LY40013
Region VIII,Leyte,Tanauan,Cabonga-An,083748014,08LY40014
Region VIII,Leyte,Tanauan,Cabuynan,083748015,08LY40015
Region VIII,Leyte,Tanauan,Cahumayhumayan,083748016,08LY40016
Region VIII,Leyte,Tanauan,Calogcog,083748017,08LY40017
Region VIII,Leyte,Tanauan,Calsadahay,083748018,08LY40018
Region VIII,Leyte,Tanauan,Camire,083748019,08LY40019
Region VIII,Leyte,Tanauan,Canbalisara,083748020,08LY40020
Region VIII,Leyte,Tanauan,Catigbian,083748021,08LY40021
Region VIII,Leyte,Tanauan,Catmon,083748022,08LY40022
Region VIII,Leyte,Tanauan,Cogon,083748023,08LY40023
Region VIII,Leyte,Tanauan,Guindag-an,083748024,08LY40024
Region VIII,Leyte,Tanauan,Guingawan,083748025,08LY40025
Region VIII,Leyte,Tanauan,Hilagpad,083748026,08LY40026
Region VIII,Leyte,Tanauan,Lapay,083748028,08LY40028
Region VIII,Leyte,Tanauan,Limbuhan Daku,083748029,08LY40029
Region VIII,Leyte,Tanauan,Limbuhan Guti,083748030,08LY40030
Region VIII,Leyte,Tanauan,Linao,083748031,08LY40031
Region VIII,Leyte,Tanauan,Magay,083748032,08LY40032
Region VIII,Leyte,Tanauan,Maghulod,083748033,08LY40033
Region VIII,Leyte,Tanauan,Malaguicay,083748034,08LY40034
Region VIII,Leyte,Tanauan,Maribi,083748035,08LY40035
Region VIII,Leyte,Tanauan,Mohon,083748036,08LY40036
Region VIII,Leyte,Tanauan,Pago,083748037,08LY40037
Region VIII,Leyte,Tanauan,Pasil,083748038,08LY40038
Region VIII,Leyte,Tanauan,Pikas,083748039,08LY40039
Region VIII,Leyte,Tanauan,Buntay,083748040,08LY40040
Region VIII,Leyte,Tanauan,Canramos,083748041,08LY40041
Region VIII,Leyte,Tanauan,Licod,083748042,08LY40042
Region VIII,Leyte,Tanauan,San Miguel,083748043,08LY40043
Region VIII,Leyte,Tanauan,Salvador,083748044,08LY40044
Region VIII,Leyte,Tanauan,San Isidro,083748045,08LY40045
Region VIII,Leyte,Tanauan,San Roque,083748046,08LY40046
Region VIII,Leyte,Tanauan,San Victor,083748047,08LY40047
Region VIII,Leyte,Tanauan,Santa Cruz,083748048,08LY40048
Region VIII,Leyte,Tanauan,Santa Elena,083748049,08LY40049
Region VIII,Leyte,Tanauan,Santo Nino Pob.,083748050,08LY40050
Region VIII,Leyte,Tanauan,Solano,083748051,08LY40051
Region VIII,Leyte,Tanauan,Talolora,083748052,08LY40052
Region VIII,Leyte,Tanauan,Tugop,083748053,08LY40053
Region VIII,Leyte,Tanauan,Kiling,083748054,08LY40054
Region VIII,Leyte,Tanauan,Sacme,083748055,08LY40055
Region VIII,Leyte,Tolosa,Burak,083749001,08LY41001
Region VIII,Leyte,Tolosa,Canmogsay,083749002,08LY41002
Region VIII,Leyte,Tolosa,Cantariwis,083749003,08LY41003
Region VIII,Leyte,Tolosa,Capangihan,083749004,08LY41004
Region VIII,Leyte,Tolosa,Malbog,083749005,08LY41005
Region VIII,Leyte,Tolosa,Olot,083749006,08LY41006
Region VIII,Leyte,Tolosa,Opong,083749007,08LY41007
Region VIII,Leyte,Tolosa,Poblacion,083749008,08LY41008
Region VIII,Leyte,Tolosa,Quilao,083749009,08LY41009
Region VIII,Leyte,Tolosa,San Roque,083749010,08LY41010
Region VIII,Leyte,Tolosa,San Vicente,083749011,08LY41011
Region VIII,Leyte,Tolosa,Tanghas,083749012,08LY41012
Region VIII,Leyte,Tolosa,Telegrafo,083749013,08LY41013
Region VIII,Leyte,Tolosa,Dona Brigida,083749014,08LY41014
Region VIII,Leyte,Tolosa,Imelda,083749015,08LY41015
Region VIII,Leyte,Tunga,Astorga,083750001,08LY42001
Region VIII,Leyte,Tunga,Balire,083750002,08LY42002
Region VIII,Leyte,Tunga,Banawang,083750003,08LY42003
Region VIII,Leyte,Tunga,San Antonio,083750004,08LY42004
Region VIII,Leyte,Tunga,San Pedro,083750005,08LY42005
Region VIII,Leyte,Tunga,San Roque,083750006,08LY42006
Region VIII,Leyte,Tunga,San Vicente,083750007,08LY42007
Region VIII,Leyte,Tunga,Santo Nino,083750008,08LY42008
Region VIII,Leyte,Villaba,Abijao,083751001,08LY43001
Region VIII,Leyte,Villaba,Balite,083751002,08LY43002
Region VIII,Leyte,Villaba,Bugabuga,083751003,08LY43003
Region VIII,Leyte,Villaba,Cabungahan,083751004,08LY43004
Region VIII,Leyte,Villaba,Cabunga-an,083751005,08LY43005
Region VIII,Leyte,Villaba,Cagnocot,083751006,08LY43006
Region VIII,Leyte,Villaba,Cahigan,083751007,08LY43007
Region VIII,Leyte,Villaba,Calbugos,083751008,08LY43008
Region VIII,Leyte,Villaba,Camporog,083751009,08LY43009
Region VIII,Leyte,Villaba,Capinyahan,083751010,08LY43010
Region VIII,Leyte,Villaba,Casili-on,083751011,08LY43011
Region VIII,Leyte,Villaba,Catagbacan,083751012,08LY43012
Region VIII,Leyte,Villaba,Fatima,083751013,08LY43013
Region VIII,Leyte,Villaba,Hibulangan,083751014,08LY43014
Region VIII,Leyte,Villaba,Hinabuyan,083751015,08LY43015
Region VIII,Leyte,Villaba,Iligay,083751016,08LY43016
Region VIII,Leyte,Villaba,Jalas,083751017,08LY43017
Region VIII,Leyte,Villaba,Jordan,083751018,08LY43018
Region VIII,Leyte,Villaba,Libagong,083751019,08LY43019
Region VIII,Leyte,Villaba,New Balanac,083751020,08LY43020
Region VIII,Leyte,Villaba,Payao,083751021,08LY43021
Region VIII,Leyte,Villaba,Poblacion Norte,083751022,08LY43022
Region VIII,Leyte,Villaba,Poblacion Sur,083751023,08LY43023
Region VIII,Leyte,Villaba,Sambulawan,083751024,08LY43024
Region VIII,Leyte,Villaba,San Francisco,083751025,08LY43025
Region VIII,Leyte,Villaba,Silad,083751026,08LY43026
Region VIII,Leyte,Villaba,Sulpa,083751027,08LY43027
Region VIII,Leyte,Villaba,Tabunok,083751028,08LY43028
Region VIII,Leyte,Villaba,Tagbubunga,083751029,08LY43029
Region VIII,Leyte,Villaba,Tinghub,083751030,08LY43030
Region VIII,Leyte,Villaba,Bangcal,083751031,08LY43031
Region VIII,Leyte,Villaba,Canquiason,083751032,08LY43032
Region VIII,Leyte,Villaba,San Vicente,083751033,08LY43033
Region VIII,Leyte,Villaba,Santa Cruz,083751034,08LY43034
Region VIII,Leyte,Villaba,Suba,083751035,08LY43035
Region VIII,Northern Samar,Allen,Alejandro Village,084801001,08NS01001
Region VIII,Northern Samar,Allen,Bonifacio,084801002,08NS01002
Region VIII,Northern Samar,Allen,Cabacungan,084801003,08NS01003
Region VIII,Northern Samar,Allen,Calarayan,084801004,08NS01004
Region VIII,Northern Samar,Allen,Guin-Arawayan,084801006,08NS01006
Region VIII,Northern Samar,Allen,Jubasan,084801007,08NS01007
Region VIII,Northern Samar,Allen,Kinabranan Zone I,084801008,08NS01008
Region VIII,Northern Samar,Allen,Kinaguitman,084801009,08NS01009
Region VIII,Northern Samar,Allen,Lagundi,084801010,08NS01010
Region VIII,Northern Samar,Allen,Lipata,084801011,08NS01011
Region VIII,Northern Samar,Allen,Londres,084801012,08NS01012
Region VIII,Northern Samar,Allen,Sabang Zone I,084801015,08NS01015
Region VIII,Northern Samar,Allen,Santa Rita,084801016,08NS01016
Region VIII,Northern Samar,Allen,Tasvilla,084801017,08NS01017
Region VIII,Northern Samar,Allen,Frederic,084801018,08NS01018
Region VIII,Northern Samar,Allen,Imelda,084801019,08NS01019
Region VIII,Northern Samar,Allen,Lo-Oc,084801020,08NS01020
Region VIII,Northern Samar,Allen,Kinabranan Zone II,084801021,08NS01021
Region VIII,Northern Samar,Allen,Sabang Zone II,084801022,08NS01022
Region VIII,Northern Samar,Allen,Victoria,084801023,08NS01023
Region VIII,Northern Samar,Biri,Poblacion,084802002,08NS02002
Region VIII,Northern Samar,Biri,Macarthur,084802003,08NS02003
Region VIII,Northern Samar,Biri,Kauswagan,084802004,08NS02004
Region VIII,Northern Samar,Biri,Pio Del Pilar,084802005,08NS02005
Region VIII,Northern Samar,Biri,Progresso,084802007,08NS02007
Region VIII,Northern Samar,Biri,San Antonio,084802008,08NS02008
Region VIII,Northern Samar,Biri,San Pedro,084802009,08NS02009
Region VIII,Northern Samar,Biri,Santo Nino,084802010,08NS02010
Region VIII,Northern Samar,Bobon,Acerida,084803001,08NS03001
Region VIII,Northern Samar,Bobon,Arellano,084803002,08NS03002
Region VIII,Northern Samar,Bobon,Balat-Balud,084803003,08NS03003
Region VIII,Northern Samar,Bobon,Dancalan,084803004,08NS03004
Region VIII,Northern Samar,Bobon,E. Duran,084803005,08NS03005
Region VIII,Northern Samar,Bobon,Gen. Lucban,084803006,08NS03006
Region VIII,Northern Samar,Bobon,Jose Abad Santos,084803007,08NS03007
Region VIII,Northern Samar,Bobon,Jose P. Laurel,084803008,08NS03008
Region VIII,Northern Samar,Bobon,Magsaysay,084803010,08NS03010
Region VIII,Northern Samar,Bobon,Calantiao,084803012,08NS03012
Region VIII,Northern Samar,Bobon,Quezon,084803013,08NS03013
Region VIII,Northern Samar,Bobon,Salvacion,084803014,08NS03014
Region VIII,Northern Samar,Bobon,San Isidro,084803015,08NS03015
Region VIII,Northern Samar,Bobon,San Juan,084803016,08NS03016
Region VIII,Northern Samar,Bobon,Santa Clara,084803018,08NS03018
Region VIII,Northern Samar,Bobon,Santander,084803020,08NS03020
Region VIII,Northern Samar,Bobon,Somoroy,084803022,08NS03022
Region VIII,Northern Samar,Bobon,Trojello,084803024,08NS03024
Region VIII,Northern Samar,Capul,Aguin,084804001,08NS04001
Region VIII,Northern Samar,Capul,Jubang,084804003,08NS04003
Region VIII,Northern Samar,Capul,Landusan,084804004,08NS04004
Region VIII,Northern Samar,Capul,Oson,084804005,08NS04005
Region VIII,Northern Samar,Capul,Poblacion Barangay 1,084804006,08NS04006
Region VIII,Northern Samar,Capul,Poblacion Barangay 2,084804007,08NS04007
Region VIII,Northern Samar,Capul,Poblacion Barangay 3,084804008,08NS04008
Region VIII,Northern Samar,Capul,Poblacion Barangay 4,084804009,08NS04009
Region VIII,Northern Samar,Capul,Poblacion Barangay 5,084804010,08NS04010
Region VIII,Northern Samar,Capul,Sagaosawan,084804011,08NS04011
Region VIII,Northern Samar,Capul,San Luis,084804012,08NS04012
Region VIII,Northern Samar,Capul,Sawang,084804013,08NS04013
Region VIII,Northern Samar,Catarman,Aguinaldo,084805001,08NS05001
Region VIII,Northern Samar,Catarman,Airport Village,084805002,08NS05002
Region VIII,Northern Samar,Catarman,Baybay,084805003,08NS05003
Region VIII,Northern Samar,Catarman,Bocsol,084805005,08NS05005
Region VIII,Northern Samar,Catarman,Cabayhan,084805007,08NS05007
Region VIII,Northern Samar,Catarman,Cag-Abaca,084805008,08NS05008
Region VIII,Northern Samar,Catarman,Cal-Igang,084805010,08NS05010
Region VIII,Northern Samar,Catarman,Cawayan,084805011,08NS05011
Region VIII,Northern Samar,Catarman,Cervantes,084805012,08NS05012
Region VIII,Northern Samar,Catarman,Cularima,084805013,08NS05013
Region VIII,Northern Samar,Catarman,Daganas,084805015,08NS05015
Region VIII,Northern Samar,Catarman,Galutan,084805016,08NS05016
Region VIII,Northern Samar,Catarman,General Malvar,084805018,08NS05018
Region VIII,Northern Samar,Catarman,Guba,084805020,08NS05020
Region VIII,Northern Samar,Catarman,Gebalagnan,084805021,08NS05021
Region VIII,Northern Samar,Catarman,Gebulwangan,084805022,08NS05022
Region VIII,Northern Samar,Catarman,Dona Pulqueria,084805025,08NS05025
Region VIII,Northern Samar,Catarman,Hinatad,084805026,08NS05026
Region VIII,Northern Samar,Catarman,Imelda,084805027,08NS05027
Region VIII,Northern Samar,Catarman,Liberty,084805028,08NS05028
Region VIII,Northern Samar,Catarman,Libjo,084805029,08NS05029
Region VIII,Northern Samar,Catarman,Mabini,084805032,08NS05032
Region VIII,Northern Samar,Catarman,Macagtas,084805033,08NS05033
Region VIII,Northern Samar,Catarman,Mckinley,084805034,08NS05034
Region VIII,Northern Samar,Catarman,New Rizal,084805037,08NS05037
Region VIII,Northern Samar,Catarman,Old Rizal,084805038,08NS05038
Region VIII,Northern Samar,Catarman,Paticua,084805041,08NS05041
Region VIII,Northern Samar,Catarman,Polangi,084805042,08NS05042
Region VIII,Northern Samar,Catarman,Quezon,084805043,08NS05043
Region VIII,Northern Samar,Catarman,Salvacion,084805045,08NS05045
Region VIII,Northern Samar,Catarman,San Julian,084805049,08NS05049
Region VIII,Northern Samar,Catarman,Somoge,084805051,08NS05051
Region VIII,Northern Samar,Catarman,Tinowaran,084805053,08NS05053
Region VIII,Northern Samar,Catarman,Trangue,084805054,08NS05054
Region VIII,Northern Samar,Catarman,Washington,084805056,08NS05056
Region VIII,Northern Samar,Catarman,Uep I,084805059,08NS05059
Region VIII,Northern Samar,Catarman,Uep Ii,084805060,08NS05060
Region VIII,Northern Samar,Catarman,Uep III,084805061,08NS05061
Region VIII,Northern Samar,Catarman,Acacia,084805062,08NS05062
Region VIII,Northern Samar,Catarman,Talisay,084805063,08NS05063
Region VIII,Northern Samar,Catarman,Molave,084805064,08NS05064
Region VIII,Northern Samar,Catarman,Yakal,084805065,08NS05065
Region VIII,Northern Samar,Catarman,Ipil-Ipil,084805066,08NS05066
Region VIII,Northern Samar,Catarman,Jose Abad Santos,084805067,08NS05067
Region VIII,Northern Samar,Catarman,Kasoy,084805068,08NS05068
Region VIII,Northern Samar,Catarman,Lapu-Lapu,084805069,08NS05069
Region VIII,Northern Samar,Catarman,Santol,084805070,08NS05070
Region VIII,Northern Samar,Catarman,Narra,084805071,08NS05071
Region VIII,Northern Samar,Catarman,Calachuchi,084805072,08NS05072
Region VIII,Northern Samar,Catarman,Sampaguita,084805073,08NS05073
Region VIII,Northern Samar,Catarman,Mabolo,084805074,08NS05074
Region VIII,Northern Samar,Catarman,Jose P. Rizal,084805075,08NS05075
Region VIII,Northern Samar,Catarman,Bangkerohan,084805076,08NS05076
Region VIII,Northern Samar,Catarman,Dalakit,084805077,08NS05077
Region VIII,Northern Samar,Catarman,San Pascual,084805078,08NS05078
Region VIII,Northern Samar,Catubig,Anongo,084806001,08NS06001
Region VIII,Northern Samar,Catubig,D. Mercader,084806002,08NS06002
Region VIII,Northern Samar,Catubig,Bonifacio,084806003,08NS06003
Region VIII,Northern Samar,Catubig,Boring,084806004,08NS06004
Region VIII,Northern Samar,Catubig,Cagbugna,084806005,08NS06005
Region VIII,Northern Samar,Catubig,Cagmanaba,084806006,08NS06006
Region VIII,Northern Samar,Catubig,Cagogobngan,084806008,08NS06008
Region VIII,Northern Samar,Catubig,Calingnan,084806009,08NS06009
Region VIII,Northern Samar,Catubig,Canuctan,084806010,08NS06010
Region VIII,Northern Samar,Catubig,Guibwangan,084806011,08NS06011
Region VIII,Northern Samar,Catubig,Hinagonoyan,084806013,08NS06013
Region VIII,Northern Samar,Catubig,Hiparayan,084806014,08NS06014
Region VIII,Northern Samar,Catubig,Hitapi-An,084806015,08NS06015
Region VIII,Northern Samar,Catubig,Inoburan,084806016,08NS06016
Region VIII,Northern Samar,Catubig,Irawahan,084806017,08NS06017
Region VIII,Northern Samar,Catubig,Libon,084806018,08NS06018
Region VIII,Northern Samar,Catubig,Claro M. Recto,084806020,08NS06020
Region VIII,Northern Samar,Catubig,Lenoyahan,084806021,08NS06021
Region VIII,Northern Samar,Catubig,Magongon,084806023,08NS06023
Region VIII,Northern Samar,Catubig,Magtuad,084806024,08NS06024
Region VIII,Northern Samar,Catubig,Manering,084806025,08NS06025
Region VIII,Northern Samar,Catubig,Nabulo,084806026,08NS06026
Region VIII,Northern Samar,Catubig,Nagoocan,084806027,08NS06027
Region VIII,Northern Samar,Catubig,Nahulid,084806028,08NS06028
Region VIII,Northern Samar,Catubig,Opong,084806029,08NS06029
Region VIII,Northern Samar,Catubig,Osang,084806030,08NS06030
Region VIII,Northern Samar,Catubig,Osmena,084806031,08NS06031
Region VIII,Northern Samar,Catubig,P. Rebadulla,084806032,08NS06032
Region VIII,Northern Samar,Catubig,Roxas,084806033,08NS06033
Region VIII,Northern Samar,Catubig,Sagudsuron,084806034,08NS06034
Region VIII,Northern Samar,Catubig,San Antonio,084806035,08NS06035
Region VIII,Northern Samar,Catubig,San Francisco,084806036,08NS06036
Region VIII,Northern Samar,Catubig,San Jose,084806037,08NS06037
Region VIII,Northern Samar,Catubig,San Vicente,084806038,08NS06038
Region VIII,Northern Samar,Catubig,Santa Fe,084806039,08NS06039
Region VIII,Northern Samar,Catubig,Sulitan,084806040,08NS06040
Region VIII,Northern Samar,Catubig,Tangbo,084806042,08NS06042
Region VIII,Northern Samar,Catubig,Tungodnon,084806043,08NS06043
Region VIII,Northern Samar,Catubig,Vienna Maria,084806044,08NS06044
Region VIII,Northern Samar,Catubig,Barangay 1,084806045,08NS06045
Region VIII,Northern Samar,Catubig,Barangay 2,084806046,08NS06046
Region VIII,Northern Samar,Catubig,Barangay 3,084806047,08NS06047
Region VIII,Northern Samar,Catubig,Barangay 4,084806048,08NS06048
Region VIII,Northern Samar,Catubig,Barangay 5,084806049,08NS06049
Region VIII,Northern Samar,Catubig,Barangay 6,084806050,08NS06050
Region VIII,Northern Samar,Catubig,Barangay 7,084806051,08NS06051
Region VIII,Northern Samar,Catubig,Barangay 8,084806052,08NS06052
Region VIII,Northern Samar,Gamay,Anito,084807001,08NS07001
Region VIII,Northern Samar,Gamay,Bangon,084807002,08NS07002
Region VIII,Northern Samar,Gamay,Bato,084807003,08NS07003
Region VIII,Northern Samar,Gamay,Bonifacio,084807004,08NS07004
Region VIII,Northern Samar,Gamay,Cabarasan,084807005,08NS07005
Region VIII,Northern Samar,Gamay,Cadac-An,084807006,08NS07006
Region VIII,Northern Samar,Gamay,Cade-An,084807007,08NS07007
Region VIII,Northern Samar,Gamay,Cagamutan Del Norte,084807008,08NS07008
Region VIII,Northern Samar,Gamay,Dao,084807010,08NS07010
Region VIII,Northern Samar,Gamay,G. M. Osias,084807011,08NS07011
Region VIII,Northern Samar,Gamay,Guibuangan,084807012,08NS07012
Region VIII,Northern Samar,Gamay,Henogawe,084807013,08NS07013
Region VIII,Northern Samar,Gamay,Lonoy,084807014,08NS07014
Region VIII,Northern Samar,Gamay,Luneta,084807015,08NS07015
Region VIII,Northern Samar,Gamay,Malidong,084807016,08NS07016
Region VIII,Northern Samar,Gamay,Gamay Central,084807018,08NS07018
Region VIII,Northern Samar,Gamay,Gamay Occidental I,084807019,08NS07019
Region VIII,Northern Samar,Gamay,Gamay Oriental I,084807020,08NS07020
Region VIII,Northern Samar,Gamay,Rizal,084807021,08NS07021
Region VIII,Northern Samar,Gamay,San Antonio,084807022,08NS07022
Region VIII,Northern Samar,Gamay,Baybay District,084807023,08NS07023
Region VIII,Northern Samar,Gamay,Burabod,084807024,08NS07024
Region VIII,Northern Samar,Gamay,Cagamutan Del Sur,084807025,08NS07025
Region VIII,Northern Samar,Gamay,Libertad,084807026,08NS07026
Region VIII,Northern Samar,Gamay,Occidental II,084807027,08NS07027
Region VIII,Northern Samar,Gamay,Oriental II,084807028,08NS07028
Region VIII,Northern Samar,Laoang,Abaton,084808001,08NS08001
Region VIII,Northern Samar,Laoang,Aguadahan,084808002,08NS08002
Region VIII,Northern Samar,Laoang,Aroganga,084808003,08NS08003
Region VIII,Northern Samar,Laoang,Atipolo,084808004,08NS08004
Region VIII,Northern Samar,Laoang,Bawang,084808005,08NS08005
Region VIII,Northern Samar,Laoang,Baybay,084808006,08NS08006
Region VIII,Northern Samar,Laoang,Binatiklan,084808007,08NS08007
Region VIII,Northern Samar,Laoang,Bobolosan,084808008,08NS08008
Region VIII,Northern Samar,Laoang,Bongliw,084808009,08NS08009
Region VIII,Northern Samar,Laoang,Burabud,084808010,08NS08010
Region VIII,Northern Samar,Laoang,Cabadiangan,084808011,08NS08011
Region VIII,Northern Samar,Laoang,Cabagngan,084808012,08NS08012
Region VIII,Northern Samar,Laoang,Cabago-An,084808013,08NS08013
Region VIII,Northern Samar,Laoang,Cabulaloan,084808014,08NS08014
Region VIII,Northern Samar,Laoang,Cagaasan,084808015,08NS08015
Region VIII,Northern Samar,Laoang,Cagdara-O,084808016,08NS08016
Region VIII,Northern Samar,Laoang,Cahayagan,084808017,08NS08017
Region VIII,Northern Samar,Laoang,Calintaan Pob.,084808018,08NS08018
Region VIII,Northern Samar,Laoang,Calomotan,084808019,08NS08019
Region VIII,Northern Samar,Laoang,Candawid,084808020,08NS08020
Region VIII,Northern Samar,Laoang,Cangcahipos,084808021,08NS08021
Region VIII,Northern Samar,Laoang,Canyomanao,084808022,08NS08022
Region VIII,Northern Samar,Laoang,Catigbian,084808023,08NS08023
Region VIII,Northern Samar,Laoang,E. J. Dulay,084808026,08NS08026
Region VIII,Northern Samar,Laoang,G. B. Tan,084808027,08NS08027
Region VIII,Northern Samar,Laoang,Gibatangan,084808028,08NS08028
Region VIII,Northern Samar,Laoang,Guilaoangi,084808029,08NS08029
Region VIII,Northern Samar,Laoang,Inamlan,084808030,08NS08030
Region VIII,Northern Samar,Laoang,La Perla,084808031,08NS08031
Region VIII,Northern Samar,Laoang,Langob,084808032,08NS08032
Region VIII,Northern Samar,Laoang,Lawaan,084808033,08NS08033
Region VIII,Northern Samar,Laoang,Little Venice,084808034,08NS08034
Region VIII,Northern Samar,Laoang,Magsaysay,084808035,08NS08035
Region VIII,Northern Samar,Laoang,Marubay,084808036,08NS08036
Region VIII,Northern Samar,Laoang,Mualbual,084808037,08NS08037
Region VIII,Northern Samar,Laoang,Napotiocan,084808038,08NS08038
Region VIII,Northern Samar,Laoang,Oleras,084808039,08NS08039
Region VIII,Northern Samar,Laoang,Onay,084808040,08NS08040
Region VIII,Northern Samar,Laoang,Palmera,084808041,08NS08041
Region VIII,Northern Samar,Laoang,Pangdan,084808042,08NS08042
Region VIII,Northern Samar,Laoang,Rawis,084808043,08NS08043
Region VIII,Northern Samar,Laoang,Rombang,084808044,08NS08044
Region VIII,Northern Samar,Laoang,San Antonio,084808045,08NS08045
Region VIII,Northern Samar,Laoang,San Miguel Heights,084808046,08NS08046
Region VIII,Northern Samar,Laoang,Sangcol,084808048,08NS08048
Region VIII,Northern Samar,Laoang,Sibunot,084808049,08NS08049
Region VIII,Northern Samar,Laoang,Simora,084808050,08NS08050
Region VIII,Northern Samar,Laoang,Suba,084808052,08NS08052
Region VIII,Northern Samar,Laoang,Tan-Awan,084808054,08NS08054
Region VIII,Northern Samar,Laoang,Tarusan,084808055,08NS08055
Region VIII,Northern Samar,Laoang,Tinoblan,084808056,08NS08056
Region VIII,Northern Samar,Laoang,Tumaguingting,084808057,08NS08057
Region VIII,Northern Samar,Laoang,Vigo,084808058,08NS08058
Region VIII,Northern Samar,Laoang,Yabyaban,084808059,08NS08059
Region VIII,Northern Samar,Laoang,Yapas,084808060,08NS08060
Region VIII,Northern Samar,Laoang,Talisay,084808061,08NS08061
Region VIII,Northern Samar,Lapinig,Alang-Alang,084809001,08NS09001
Region VIII,Northern Samar,Lapinig,Bagacay,084809002,08NS09002
Region VIII,Northern Samar,Lapinig,Cahagwayan,084809003,08NS09003
