name,type,xcode
Buenavista,district,08ES18008
Caculangan,district,08ES18009
Cagdaja,district,08ES18010
Cambilla,district,08ES18011
Cantenio,district,08ES18012
Naga,district,08ES18014
Paco,district,08ES18015
Rizal,district,08ES18016
San Pedro,district,08ES18017
San Vicente,district,08ES18018
Santa Cruz,district,08ES18019
Santa Margarita,district,08ES18020
Santo Nino,district,08ES18021
Palactad,district,08ES18022
Alang-Alang,district,08ES18023
Barangay No. 6,district,08ES18024
Barangay No. 7,district,08ES18025
San Isidro,district,08ES18026
Salcedo,city,08ES19000
Abejao,district,08ES19001
Alog,district,08ES19002
Asgad,district,08ES19003
Bagtong,district,08ES19004
Balud,district,08ES19005
Barangay 1,district,08ES19006
Barangay 13,district,08ES19007
Barangay 2,district,08ES19008
Barangay 3,district,08ES19009
Barangay 4,district,08ES19010
Barangay 5,district,08ES19011
Barangay 6,district,08ES19012
Barangay 7,district,08ES19013
Barangay 8,district,08ES19014
Barangay 9,district,08ES19015
Barangay 10,district,08ES19016
Barangay 11,district,08ES19017
Barangay 12,district,08ES19018
Buabua,district,08ES19020
Burak,district,08ES19021
Butig,district,08ES19022
Cagaut,district,08ES19023
Camanga,district,08ES19024
Cantomoja,district,08ES19025
Carapdapan,district,08ES19026
Caridad,district,08ES19027
Casili-On,district,08ES19028
Iberan,district,08ES19029
Jagnaya,district,08ES19030
Lusod,district,08ES19031
Malbog,district,08ES19032
Maliwaliw,district,08ES19033
Matarinao,district,08ES19035
Naparaan,district,08ES19037
Seguinon,district,08ES19041
San Roque,district,08ES19046
Santa Cruz,district,08ES19047
Tacla-On,district,08ES19049
Tagbacan,district,08ES19050
Palanas,district,08ES19051
Talangdawan,district,08ES19052
San Julian,city,08ES20000
Bunacan,district,08ES20001
Campidhan,district,08ES20002
Casoroy,district,08ES20003
Libas,district,08ES20004
Nena,district,08ES20005
Pagbabangnan,district,08ES20006
Barangay No. 1 Poblacion,district,08ES20007
Barangay No. 2 Poblacion,district,08ES20008
Barangay No. 3 Poblacion,district,08ES20009
Barangay No. 4 Poblacion,district,08ES20010
Barangay No. 5 Poblacion,district,08ES20011
Barangay No. 6 Poblacion,district,08ES20012
Putong,district,08ES20013
San Isidro,district,08ES20015
San Miguel,district,08ES20016
Lunang,district,08ES20020
San Policarpo,city,08ES21000
Alugan,district,08ES21001
Bahay,district,08ES21002
Bangon,district,08ES21003
Baras,district,08ES21004
Binogawan,district,08ES21005
Cajagwayan,district,08ES21006
Japunan,district,08ES21007
Natividad,district,08ES21008
Pangpang,district,08ES21009
Barangay No. 1,district,08ES21010
Barangay No. 2,district,08ES21011
Barangay No. 3,district,08ES21012
Barangay No. 4,district,08ES21013
Barangay No. 5,district,08ES21014
Santa Cruz,district,08ES21015
Tabo,district,08ES21016
Tan-Awan,district,08ES21017
Sulat,city,08ES22000
A-Et,district,08ES22001
Baybay,district,08ES22002
Kandalakit,district,08ES22003
Del Remedio,district,08ES22004
Loyola Heights,district,08ES22005
Mabini,district,08ES22006
Maglipay,district,08ES22007
Maramara,district,08ES22008
Riverside,district,08ES22009
San Francisco,district,08ES22010
San Isidro,district,08ES22011
San Juan,district,08ES22012
San Mateo,district,08ES22013
San Vicente,district,08ES22014
Santo Nino,district,08ES22015
Santo Tomas,district,08ES22016
Tabi,district,08ES22017
Abucay,district,08ES22018
Taft,city,08ES23000
Batiawan,district,08ES23001
Beto,district,08ES23002
Binaloan,district,08ES23003
Bongdo,district,08ES23004
Dacul,district,08ES23006
Danao,district,08ES23007
Del Remedios,district,08ES23008
Gayam,district,08ES23009
Lomatud,district,08ES23010
Mabuhay,district,08ES23011
Malinao,district,08ES23012
Mantang,district,08ES23013
Nato,district,08ES23014
Pangabutan,district,08ES23015
Poblacion Barangay 1,district,08ES23016
Poblacion Barangay 2,district,08ES23017
Poblacion Barangay 3,district,08ES23018
Poblacion Barangay 4,district,08ES23019
Poblacion Barangay 5,district,08ES23020
Poblacion Barangay 6,district,08ES23021
Polangi,district,08ES23022
San Luis,district,08ES23023
San Pablo,district,08ES23024
San Rafael,district,08ES23025
Leyte,province,08LY00000
Abuyog,city,08LY01000
Alangilan,district,08LY01001
Anibongan,district,08LY01002
Buaya,district,08LY01003
Bagacay,district,08LY01004
Bahay,district,08LY01005
Balinsasayao,district,08LY01006
Balocawe,district,08LY01007
Balocawehay,district,08LY01008
Barayong,district,08LY01009
Bayabas,district,08LY01010
Bito,district,08LY01011
Buenavista,district,08LY01012
Bulak,district,08LY01013
Bunga,district,08LY01014
Buntay,district,08LY01015
Burubud-an,district,08LY01016
Cagbolo,district,08LY01017
Can-uguib,district,08LY01018
Can-aporong,district,08LY01019
Canmarating,district,08LY01020
Capilian,district,08LY01021
Cadac-an,district,08LY01022
Combis,district,08LY01023
Dingle,district,08LY01024
Guintagbucan,district,08LY01025
Hampipila,district,08LY01026
Katipunan,district,08LY01027
Kikilo,district,08LY01028
Laray,district,08LY01029
Lawa-an,district,08LY01030
Libertad,district,08LY01031
Loyonsawang,district,08LY01032
Mahagna,district,08LY01033
Mag-atubang,district,08LY01034
Mahayahay,district,08LY01035
Maitum,district,08LY01036
Malaguicay,district,08LY01037
Matagnao,district,08LY01038
Nalibunan,district,08LY01039
Nebga,district,08LY01040
Odiongan,district,08LY01041
Pagsang-an,district,08LY01042
Paguite,district,08LY01043
Parasanon,district,08LY01044
Picas Sur,district,08LY01045
Pilar,district,08LY01046
Pinamanagan,district,08LY01047
Salvacion,district,08LY01048
San Francisco,district,08LY01049
San Isidro,district,08LY01050
San Roque,district,08LY01051
Santa Fe,district,08LY01052
Santa Lucia,district,08LY01053
Santo Nino,district,08LY01054
Tabigue,district,08LY01055
Tadoc,district,08LY01056
New Taligue,district,08LY01057
Old Taligue,district,08LY01058
Tib-o,district,08LY01059
Tinalian,district,08LY01060
Tinocolan,district,08LY01061
Tuy-a,district,08LY01062
Victory,district,08LY01063
Alangalang,city,08LY02000
Aslum,district,08LY02001
Astorga,district,08LY02002
Bato,district,08LY02004
Binongto-an,district,08LY02005
Binotong,district,08LY02006
Bobonon,district,08LY02007
Borseth,district,08LY02008
Buenavista,district,08LY02009
Bugho,district,08LY02010
Buri,district,08LY02011
Cabadsan,district,08LY02012
Calaasan,district,08LY02013
Cambahanon,district,08LY02014
Cambolao,district,08LY02015
Canvertudes,district,08LY02016
Capiz,district,08LY02017
Cavite,district,08LY02018
Cogon,district,08LY02019
Dapdap,district,08LY02020
Divisoria,district,08LY02021
Ekiran,district,08LY02022
Hinapolan,district,08LY02023
Hubang,district,08LY02024
Hupit,district,08LY02025
Langit,district,08LY02026
Lingayon,district,08LY02027
Lourdes,district,08LY02028
Lukay,district,08LY02029
Magsaysay,district,08LY02030
Mudboron,district,08LY02031
P. Barrantes,district,08LY02032
Penalosa,district,08LY02033
Pepita,district,08LY02034
Salvacion Poblacion,district,08LY02035
San Antonio,district,08LY02036
San Diego,district,08LY02037
San Francisco East,district,08LY02038
San Francisco West,district,08LY02039
San Isidro,district,08LY02040
San Pedro,district,08LY02041
San Vicente,district,08LY02042
Santiago,district,08LY02043
Santo Nino,district,08LY02044
Santol,district,08LY02045
Tabangohay,district,08LY02046
Tombo,district,08LY02047
Veteranos,district,08LY02048
Blumentritt,district,08LY02049
Holy Child I,district,08LY02050
Holy Child II,district,08LY02051
Milagrosa,district,08LY02052
San Antonio Pob.,district,08LY02053
San Roque,district,08LY02054
Salvacion,district,08LY02055
Albuera,city,08LY03000
Antipolo,district,08LY03001
Balugo,district,08LY03002
Benolho,district,08LY03003
Cambalading,district,08LY03004
Damula-an,district,08LY03005
Dona Maria,district,08LY03006
Mahayag,district,08LY03008
Mahayahay,district,08LY03009
Poblacion,district,08LY03010
Salvacion,district,08LY03011
San Pedro,district,08LY03012
Seguinon,district,08LY03013
Sherwood,district,08LY03014
Tabgas,district,08LY03015
Talisayan,district,08LY03016
Tinag-an,district,08LY03017
Babatngon,city,08LY04000
Biasong,district,08LY04002
Gov. E. Jaro,district,08LY04003
Malibago,district,08LY04004
Magcasuang,district,08LY04005
Planza,district,08LY04006
Poblacion District I,district,08LY04007
Poblacion District II,district,08LY04008
Poblacion District III,district,08LY04009
Poblacion District IV,district,08LY04010
Rizal I,district,08LY04011
San Ricardo,district,08LY04012
Sangputan,district,08LY04013
Pagsulhugon,district,08LY04014
Taguite,district,08LY04015
Uban,district,08LY04016
Victory,district,08LY04017
Villa Magsaysay,district,08LY04018
Bacong,district,08LY04019
Bagong Silang,district,08LY04020
Lukay,district,08LY04021
Rizal II,district,08LY04022
San Agustin,district,08LY04023
Guintigui-an,district,08LY04024
Naga-asan,district,08LY04025
San Isidro,district,08LY04026
Barugo,city,08LY05000
Abango,district,08LY05001
Amahit,district,08LY05002
Balire,district,08LY05004
Balud,district,08LY05005
Bukid,district,08LY05006
Bulod,district,08LY05007
Busay,district,08LY05008
Cabolo-an,district,08LY05009
Calingcaguing,district,08LY05010
Can-isak,district,08LY05011
Canomantag,district,08LY05012
Duka,district,08LY05013
Guindaohan,district,08LY05014
Hiagsam,district,08LY05015
Hilaba,district,08LY05016
Hinugayan,district,08LY05017
Ibag,district,08LY05018
Minuhang,district,08LY05019
Minuswang,district,08LY05020
Pikas,district,08LY05021
Pitogo,district,08LY05022
Poblacion Dist. I,district,08LY05023
Poblacion Dist. II,district,08LY05024
Poblacion Dist. III,district,08LY05025
Poblacion Dist. IV,district,08LY05026
Poblacion Dist. V,district,08LY05027
Poblacion Dist. VI,district,08LY05028
Pongso,district,08LY05029
Roosevelt,district,08LY05031
San Isidro,district,08LY05032
Santa Rosa,district,08LY05033
Santarin,district,08LY05034
Tutug-an,district,08LY05035
Cabarasan,district,08LY05036
Cuta,district,08LY05037
Domogdog,district,08LY05038
San Roque,district,08LY05039
Bato,city,08LY06000
Alegria,district,08LY06001
Alejos,district,08LY06002
Amagos,district,08LY06003
Anahawan,district,08LY06004
Bago,district,08LY06005
Bagong Bayan District,district,08LY06006
Buli,district,08LY06008
Cebuana,district,08LY06009
Daan Lungsod,district,08LY06010
Dawahon,district,08LY06011
Himamaa,district,08LY06012
Dolho,district,08LY06013
Domagocdoc,district,08LY06014
Guerrero District,district,08LY06015
Iniguihan District,district,08LY06016
Katipunan,district,08LY06017
Liberty,district,08LY06018
Mabini,district,08LY06019
Naga,district,08LY06020
Osmena,district,08LY06021
Plaridel,district,08LY06022
Kalanggaman District,district,08LY06023
Ponong,district,08LY06026
San Agustin,district,08LY06027
Santo Nino,district,08LY06028
Tabunok,district,08LY06029
Tagaytay,district,08LY06030
Tinago District,district,08LY06031
Tugas,district,08LY06032
Imelda,district,08LY06033
Marcelo,district,08LY06034
Rivilla,district,08LY06035
Baybay City,city,08LY07000
Altavista,district,08LY07001
Ambacan,district,08LY07002
Amguhan,district,08LY07003
Ampihanon,district,08LY07004
Balao,district,08LY07005
Banahao,district,08LY07006
Biasong,district,08LY07008
Bidlinan,district,08LY07009
Bitanhuan,district,08LY07010
Bubon,district,08LY07011
Buenavista,district,08LY07012
Bunga,district,08LY07013
Butigan,district,08LY07014
Kabatuan,district,08LY07015
Caridad,district,08LY07016
Ga-as,district,08LY07017
Gabas,district,08LY07018
Gakat,district,08LY07019
Guadalupe,district,08LY07020
Gubang,district,08LY07021
Hibunawan,district,08LY07022
Higuloan,district,08LY07023
Hilapnitan,district,08LY07024
Hipusngo,district,08LY07025
Igang,district,08LY07026
Imelda,district,08LY07027
Jaena,district,08LY07028
Kabalasan,district,08LY07029
Kabungaan,district,08LY07030
Kagumay,district,08LY07031
Kambonggan,district,08LY07032
Candadam,district,08LY07034
Kan-ipa,district,08LY07035
Kansungka,district,08LY07036
Kantagnos,district,08LY07037
Kilim,district,08LY07038
Lintaon,district,08LY07039
Maganhan,district,08LY07041
Mahayahay,district,08LY07042
Mailhi,district,08LY07043
Maitum,district,08LY07044
Makinhas,district,08LY07045
Mapgap,district,08LY07046
Marcos,district,08LY07047
Maslug,district,08LY07048
Matam-is,district,08LY07049
Maybog,district,08LY07050
Maypatag,district,08LY07051
Monterico,district,08LY07052
Palhi,district,08LY07053
Pangasungan,district,08LY07054
Pansagan,district,08LY07055
Patag,district,08LY07056
Plaridel,district,08LY07057
Poblacion Zone 2,district,08LY07058
Poblacion Zone 3,district,08LY07059
Poblacion Zone 4,district,08LY07060
Poblacion Zone 5,district,08LY07061
Poblacion Zone 6,district,08LY07062
Poblacion Zone 7,district,08LY07063
Poblacion Zone 8,district,08LY07064
Poblacion Zone 9,district,08LY07065
Poblacion Zone 10,district,08LY07066
Poblacion Zone 11,district,08LY07067
Poblacion Zone 12,district,08LY07068
Poblacion Zone 13,district,08LY07069
Poblacion Zone 14,district,08LY07070
Poblacion Zone 15,district,08LY07071
Poblacion Zone 16,district,08LY07072
Poblacion Zone 17,district,08LY07073
Poblacion Zone 18,district,08LY07074
Poblacion Zone 19,district,08LY07075
Poblacion Zone 20,district,08LY07076
Poblacion Zone 21,district,08LY07077
Poblacion Zone 22,district,08LY07078
Poblacion Zone 23,district,08LY07079
Pomponan,district,08LY07080
Punta,district,08LY07081
Sabang,district,08LY07082
San Agustin,district,08LY07083
San Isidro,district,08LY07084
San Juan,district,08LY07085
Santa Cruz,district,08LY07086
Santo Rosario,district,08LY07087
Sapa,district,08LY07088
Ciabo,district,08LY07089
Villa Solidaridad,district,08LY07090
Zacarito,district,08LY07091
Poblacion Zone 1,district,08LY07092
Cogon,district,08LY07093
Monte Verde,district,08LY07094
Villa Mag-aso,district,08LY07095
Burauen,city,08LY08000
Abuyogon,district,08LY08001
Anonang,district,08LY08002
Arado,district,08LY08003
Balao,district,08LY08004
Balatson,district,08LY08005
Balorinay,district,08LY08006
Bobon,district,08LY08007
Buenavista,district,08LY08008
Buri,district,08LY08009
Caanislagan,district,08LY08010
Cadahunan,district,08LY08011
Cagangon,district,08LY08012
Cali,district,08LY08013
Calsadahay,district,08LY08014
Candag-on,district,08LY08015
Cansiboy,district,08LY08016
Catagbacan,district,08LY08017
Poblacion District I,district,08LY08018
Poblacion District II,district,08LY08019
Poblacion District III,district,08LY08020
Poblacion District IV,district,08LY08021
Poblacion District V,district,08LY08022
Poblacion District VI,district,08LY08023
Poblacion District VII,district,08LY08024
Poblacion District VIII,district,08LY08025
Poblacion District IX,district,08LY08026
Dumalag,district,08LY08027
Ilihan,district,08LY08028
Esperanza,district,08LY08029
Gitablan,district,08LY08030
Hapunan,district,08LY08031
Hibonawan,district,08LY08032
Hugpa East,district,08LY08033
Hugpa West,district,08LY08034
Kalao,district,08LY08035
Kaparasanan,district,08LY08036
Laguiwan,district,08LY08037
Libas,district,08LY08038
Limburan,district,08LY08039
Logsongan,district,08LY08040
Maabab,district,08LY08041
Maghubas,district,08LY08042
Mahagnao,district,08LY08043
Malabca,district,08LY08044
Malaguinabot,district,08LY08045
Malaihao,district,08LY08046
Matin-ao,district,08LY08047
Moguing,district,08LY08048
Paghudlan,district,08LY08049
Paitan,district,08LY08050
Pangdan,district,08LY08051
Patag,district,08LY08052
Patong,district,08LY08053
Pawa,district,08LY08054
Roxas,district,08LY08056
Sambel,district,08LY08057
San Esteban,district,08LY08058
San Fernando,district,08LY08059
San Jose East,district,08LY08061
San Jose West,district,08LY08062
San Pablo,district,08LY08063
Tabuanon,district,08LY08064
Tagadtaran,district,08LY08065
Taghuyan,district,08LY08066
Takin,district,08LY08067
Tambis,district,08LY08068
Toloyao,district,08LY08070
Villa Aurora,district,08LY08071
Villa Corazon,district,08LY08072
Villa Patria,district,08LY08073
Villa Rosas,district,08LY08074
Kagbana,district,08LY08075
Damulo-an,district,08LY08076
Dina-ayan,district,08LY08077
Gamay,district,08LY08078
Kalipayan,district,08LY08079
Tambuko,district,08LY08080
Calubian,city,08LY09000
Abanilla,district,08LY09001
Agas,district,08LY09002
Anislagan,district,08LY09003
Bunacan,district,08LY09005
Cabalquinto,district,08LY09006
Cabalhin,district,08LY09007
Cabradilla,district,08LY09008
Caneja,district,08LY09009
Cantonghao,district,08LY09010
Caroyocan,district,08LY09011
Casiongan,district,08LY09012
Cristina,district,08LY09014
Dalumpines,district,08LY09015
Don Luis,district,08LY09016
Dulao,district,08LY09017
Efe,district,08LY09018
Enage,district,08LY09019
Espinosa,district,08LY09020
Garganera,district,08LY09021
Ferdinand E. Marcos,district,08LY09022
Garrido,district,08LY09023
Guadalupe,district,08LY09024
Gutosan,district,08LY09025
Igang,district,08LY09027
Inalad,district,08LY09028
Jubay,district,08LY09029
Juson,district,08LY09030
Kawayan Bogtong,district,08LY09031
Kawayanan,district,08LY09032
Kokoy Romualdez,district,08LY09033
Labtic,district,08LY09034
Laray,district,08LY09035
M. Veloso,district,08LY09036
Mahait,district,08LY09037
Malobago,district,08LY09038
Matagok,district,08LY09039
Nipa,district,08LY09040
Obispo,district,08LY09041
Pagatpat,district,08LY09042
Pangpang,district,08LY09043
Patag,district,08LY09045
Pates,district,08LY09046
Paula,district,08LY09047
Padoga,district,08LY09048
Petrolio,district,08LY09049
Poblacion,district,08LY09050
Railes,district,08LY09051
Tabla,district,08LY09052
Tagharigue,district,08LY09053
Tuburan,district,08LY09054
Villahermosa,district,08LY09056
Villalon,district,08LY09057
Villanueva,district,08LY09058
Capoocan,city,08LY10000
Balucanad,district,08LY10001
Balud,district,08LY10002
Balugo,district,08LY10003
Cabul-an,district,08LY10004
Gayad,district,08LY10006
Culasian,district,08LY10007
Guinadiongan,district,08LY10008
Lemon,district,08LY10009
Libertad,district,08LY10010
Manloy,district,08LY10011
Nauguisan,district,08LY10012
Pinamopoan,district,08LY10014
Poblacion Zone I,district,08LY10015
Poblacion Zone II,district,08LY10016
Potot,district,08LY10017
San Joaquin,district,08LY10018
Santo Nino,district,08LY10019
Talairan,district,08LY10020
Talisay,district,08LY10021
Tolibao,district,08LY10022
Visares,district,08LY10023
Carigara,city,08LY11000
Balilit,district,08LY11001
Barayong,district,08LY11002
Barugohay Central,district,08LY11003
Barugohay Norte,district,08LY11004
Barugohay Sur,district,08LY11005
Baybay,district,08LY11006
Binibihan,district,08LY11007
Bislig,district,08LY11008
Caghalo,district,08LY11009
Camansi,district,08LY11010
Canal,district,08LY11011
Candigahub,district,08LY11012
Canlampay,district,08LY11013
Cogon,district,08LY11014
Cutay,district,08LY11015
East Visoria,district,08LY11016
Guindapunan East,district,08LY11017
Guindapunan West,district,08LY11018
Hiluctogan,district,08LY11019
Jugaban,district,08LY11020
Libo,district,08LY11021
Lower Hiraan,district,08LY11022
Lower Sogod,district,08LY11023
Macalpi,district,08LY11024
Manloy,district,08LY11025
Nauguisan,district,08LY11026
Pangna,district,08LY11027
Parag-um,district,08LY11028
Parina,district,08LY11029
Piloro,district,08LY11030
Ponong,district,08LY11031
Sagkahan,district,08LY11032
San Mateo,district,08LY11033
Santa Fe,district,08LY11034
Sawang,district,08LY11035
Tagak,district,08LY11036
Tangnan,district,08LY11037
Tigbao,district,08LY11038
Tinaguban,district,08LY11039
Upper Hiraan,district,08LY11040
Upper Sogod,district,08LY11041
Uyawan,district,08LY11042
West Visoria,district,08LY11043
Paglaum,district,08LY11044
San Juan,district,08LY11045
Bagong Lipunan,district,08LY11046
Canfabi,district,08LY11047
Rizal,district,08LY11048
San Isidro,district,08LY11049
Dagami,city,08LY12000
Abaca,district,08LY12001
Abre,district,08LY12002
Balilit,district,08LY12003
Banayon,district,08LY12004
Bayabas,district,08LY12005
Bolirao,district,08LY12006
Buenavista,district,08LY12007
Buntay,district,08LY12008
Caanislagan,district,08LY12009
Cabariwan,district,08LY12010
Cabuloran,district,08LY12011
Cabunga-an,district,08LY12012
Calipayan,district,08LY12013
Calsadahay,district,08LY12014
Caluctogan,district,08LY12015
Calutan,district,08LY12016
Camono-an,district,08LY12017
Candagara,district,08LY12018
Canlingga,district,08LY12019
Cansamada East,district,08LY12020
Digahongan,district,08LY12021
Guinarona,district,08LY12022
Hiabangan,district,08LY12023
Hilabago,district,08LY12024
Hinabuyan,district,08LY12025
Hinologan,district,08LY12026
Hitumnog,district,08LY12027
Katipunan,district,08LY12028
Los Martires,district,08LY12029
Lobe-lobe,district,08LY12030
Macaalang,district,08LY12031
Maliwaliw,district,08LY12032
Maragondong,district,08LY12033
Ormocay,district,08LY12034
Palacio,district,08LY12035
Panda,district,08LY12036
Patoc,district,08LY12037
Plaridel,district,08LY12038
Sampao West Pob.,district,08LY12039
Lapu-Lapu Pob.,district,08LY12040
Lusad Pob.,district,08LY12041
Sampao East Pob.,district,08LY12042
San Antonio Pob.,district,08LY12043
San Jose Pob.,district,08LY12044
Sta. Mesa Pob.,district,08LY12045
Tunga Pob.,district,08LY12046
San Roque Pob.,district,08LY12047
Poponton,district,08LY12048
Rizal,district,08LY12049
Salvacion,district,08LY12050
San Benito,district,08LY12051
Santo Domingo,district,08LY12052
Sirab,district,08LY12053
Tagkip,district,08LY12054
Tin-Ao,district,08LY12055
Victoria,district,08LY12056
Balugo,district,08LY12057
Cansamada West,district,08LY12058
Capulhan,district,08LY12059
Lobe-Lobe East,district,08LY12060
Paraiso,district,08LY12061
Sampaguita,district,08LY12062
Sawahon,district,08LY12063
Talinhugon,district,08LY12064
Tuya,district,08LY12065
Dulag,city,08LY13000
Alegre,district,08LY13001
Arado,district,08LY13002
Bulod,district,08LY13003
Batug,district,08LY13004
Bolongtohan,district,08LY13005
Cabacungan,district,08LY13006
Cabarasan,district,08LY13007
Cabato-an,district,08LY13008
Calipayan,district,08LY13009
Calubian,district,08LY13010
Camitoc,district,08LY13011
Camote,district,08LY13012
Dacay,district,08LY13013
Del Carmen,district,08LY13014
Del Pilar,district,08LY13015
Fatima,district,08LY13016
General Roxas,district,08LY13017
Luan,district,08LY13019
Magsaysay,district,08LY13020
Maricum,district,08LY13021
Barbo,district,08LY13022
Buntay,district,08LY13023
Cambula District,district,08LY13024
Candao,district,08LY13025
Catmonan,district,08LY13026
Combis,district,08LY13027
Highway,district,08LY13028
Market Site,district,08LY13029
San Miguel,district,08LY13030
Serrano,district,08LY13031
Sungi,district,08LY13032
Rawis,district,08LY13033
Rizal,district,08LY13034
Romualdez,district,08LY13035
Sabang Daguitan,district,08LY13036
Salvacion,district,08LY13037
San Agustin,district,08LY13038
San Antonio,district,08LY13039
San Isidro,district,08LY13040
San Jose,district,08LY13041
San Rafael,district,08LY13042
San Vicente,district,08LY13043
Tabu,district,08LY13044
Tigbao,district,08LY13045
Victory,district,08LY13046
Hilongos,city,08LY14000
Agutayan,district,08LY14001
Atabay,district,08LY14002
Baas,district,08LY14003
Bagumbayan,district,08LY14004
Baliw,district,08LY14005
Bantigue,district,08LY14006
Bung-aw,district,08LY14007
Cacao,district,08LY14008
Campina,district,08LY14009
Catandog 1,district,08LY14010
Catandog 2,district,08LY14011
Concepcion,district,08LY14012
Himo-aw,district,08LY14014
Hitudpan,district,08LY14015
Imelda Marcos,district,08LY14016
Kang-iras,district,08LY14017
Lamak,district,08LY14018
Libertad,district,08LY14019
Liberty,district,08LY14020
Lunang,district,08LY14021
Magnangoy,district,08LY14022
Marangog,district,08LY14023
Matapay,district,08LY14024
Naval,district,08LY14025
Owak,district,08LY14026
Pa-a,district,08LY14027
Central Barangay,district,08LY14028
Eastern Barangay,district,08LY14029
Western Barangay,district,08LY14030
Pontod,district,08LY14031
Proteccion,district,08LY14032
San Agustin,district,08LY14033
San Antonio,district,08LY14034
San Isidro,district,08LY14035
San Juan,district,08LY14036
San Roque,district,08LY14037
Santa Cruz,district,08LY14038
Santa Margarita,district,08LY14039
Santo Nino,district,08LY14041
Tabunok,district,08LY14042
Tagnate,district,08LY14043
Talisay,district,08LY14044
Tambis,district,08LY14045
Tejero,district,08LY14046
Tuguipa,district,08LY14047
Utanan,district,08LY14048
Bagong Lipunan,district,08LY14049
Bon-ot,district,08LY14050
Hampangan,district,08LY14051
Kangha-as,district,08LY14052
Manaul,district,08LY14053
Hindang,city,08LY15000
Anahaw,district,08LY15001
Anolon,district,08LY15002
Baldoza,district,08LY15003
Bontoc,district,08LY15004
Bulacan,district,08LY15006
Canha-ayon,district,08LY15007
Capudlosan,district,08LY15008
Himacugo,district,08LY15009
Doos Del Norte,district,08LY15010
Doos Del Sur,district,08LY15011
Himokilan Island,district,08LY15012
Katipunan,district,08LY15013
Maasin,district,08LY15014
Mabagon,district,08LY15015
Mahilum,district,08LY15016
Poblacion 1,district,08LY15017
Poblacion 2,district,08LY15018
San Vicente,district,08LY15019
Tabok,district,08LY15020
Tagbibi,district,08LY15021
Inopacan,city,08LY16000
Apid,district,08LY16001
Cabulisan,district,08LY16002
Caminto,district,08LY16003
Can-angay,district,08LY16004
Caulisihan,district,08LY16005
Conalum,district,08LY16006
De Los Santos,district,08LY16007
Esperanza,district,08LY16008
Guadalupe,district,08LY16009
Guinsanga-an,district,08LY16010
Hinabay,district,08LY16011
Jubasan,district,08LY16012
Linao,district,08LY16013
Macagoco,district,08LY16014
Maljo,district,08LY16016
Marao,district,08LY16017
Poblacion,district,08LY16018
Tahud,district,08LY16019
Taotaon,district,08LY16020
Tinago,district,08LY16021
Isabel,city,08LY17000
Anislag,district,08LY17001
Antipolo,district,08LY17002
Apale,district,08LY17003
Bantigue,district,08LY17004
Benog,district,08LY17005
Bilwang,district,08LY17006
Can-andan,district,08LY17007
Cangag,district,08LY17008
Consolacion,district,08LY17009
Honan,district,08LY17010
Libertad,district,08LY17011
Mahayag,district,08LY17012
Marvel,district,08LY17013
Matlang,district,08LY17014
Monte Alegre,district,08LY17015
Puting Bato,district,08LY17017
San Francisco,district,08LY17018
San Roque,district,08LY17019
Santa Cruz,district,08LY17020
Santo Nino,district,08LY17021
Santo Rosario,district,08LY17022
Tabunok,district,08LY17023
Tolingon,district,08LY17024
Tubod,district,08LY17025
Jaro,city,08LY18000
Alahag,district,08LY18001
Anibongan,district,08LY18002
Badiang,district,08LY18003
Batug,district,08LY18004
Buenavista,district,08LY18005
Bukid,district,08LY18006
Burabod,district,08LY18007
Buri,district,08LY18008
Kaglawaan,district,08LY18009
Canhandugan,district,08LY18010
Crossing Rubas,district,08LY18011
Daro,district,08LY18012
Hiagsam,district,08LY18013
Hibunawon,district,08LY18014
Hibucawan,district,08LY18015
Kalinawan,district,08LY18016
Likod,district,08LY18017
Macanip,district,08LY18018
Macopa,district,08LY18019
Mag-aso,district,08LY18020
Malobago,district,08LY18021
Olotan,district,08LY18023
Pange,district,08LY18024
Parasan,district,08LY18025
Pitogo,district,08LY18026
District I,district,08LY18027
District II,district,08LY18028
District III,district,08LY18029
District IV,district,08LY18030
Sagkahan,district,08LY18031
San Agustin,district,08LY18032
San Pedro,district,08LY18033
San Roque,district,08LY18034
Santa Cruz,district,08LY18035
Santo Nino,district,08LY18036
Sari-sari,district,08LY18037
Tinambacan,district,08LY18038
Tuba,district,08LY18039
Uguiao,district,08LY18040
Villagonzoilo,district,08LY18041
Villa Paz,district,08LY18042
Bias Zabala,district,08LY18043
Atipolo,district,08LY18044
Canapuan,district,08LY18045
La Paz,district,08LY18046
Palanog,district,08LY18047
Javier,city,08LY19000
Abuyogay,district,08LY19001
Andres Bonifacio,district,08LY19002
Batug,district,08LY19003
Binulho,district,08LY19004
Calzada,district,08LY19005
Cancayang,district,08LY19006
Caranhug,district,08LY19007
Caraye,district,08LY19008
Casalungan,district,08LY19009
Comatin,district,08LY19010
Guindapunan,district,08LY19011
Inayupan,district,08LY19012
Laray,district,08LY19013
Magsaysay,district,08LY19014
Malitbogay,district,08LY19015
Manarug,district,08LY19016
Manlilisid,district,08LY19017
Naliwatan,district,08LY19018
Odiong,district,08LY19019
Picas Norte,district,08LY19020
Pinocawan,district,08LY19021
Poblacion Zone 1,district,08LY19022
Poblacion Zone 2,district,08LY19023
Rizal,district,08LY19024
Santa Cruz,district,08LY19026
Talisayan,district,08LY19027
San Sotero,district,08LY19028
