name,type,xcode
Quirino,city,01IS15000
Banoen,district,01IS15001
Cayus,district,01IS15002
Patungcaleo,district,01IS15003
Malideg,district,01IS15004
Namitpit,district,01IS15005
Patiacan,district,01IS15006
Legleg,district,01IS15007
Suagayan,district,01IS15008
Lamag,district,01IS15009
Salcedo,city,01IS16000
Atabay,district,01IS16001
Calangcuasan,district,01IS16002
Balidbid,district,01IS16003
Baluarte,district,01IS16004
Baybayading,district,01IS16005
Boguibog,district,01IS16006
Bulala-Leguey,district,01IS16007
Kaliwakiw,district,01IS16008
Culiong,district,01IS16010
Dinaratan,district,01IS16011
Kinmarin,district,01IS16012
Lucbuban,district,01IS16013
Madarang,district,01IS16014
Maligcong,district,01IS16015
Pias,district,01IS16016
Poblacion Norte,district,01IS16017
Poblacion Sur,district,01IS16018
San Gaspar,district,01IS16019
San Tiburcio,district,01IS16020
Sorioan,district,01IS16021
Ubbog,district,01IS16022
San Emilio,city,01IS17000
Cabaroan,district,01IS17001
Kalumsing,district,01IS17002
Lancuas,district,01IS17003
Matibuey,district,01IS17004
Paltoc,district,01IS17005
Sibsibbu,district,01IS17006
Tiagan,district,01IS17007
San Miliano,district,01IS17008
San Esteban,city,01IS18000
Ansad,district,01IS18001
Apatot,district,01IS18002
Bateria,district,01IS18003
Cabaroan,district,01IS18004
Cappa-Cappa,district,01IS18005
Poblacion,district,01IS18006
San Nicolas,district,01IS18007
San Pablo,district,01IS18008
San Rafael,district,01IS18009
Villa Quirino,district,01IS18010
San Ildefonso,city,01IS19000
Arnap,district,01IS19001
Bahet,district,01IS19002
Belen,district,01IS19003
Bungro,district,01IS19004
Busiing Sur,district,01IS19006
Busiing Norte,district,01IS19007
Dongalo,district,01IS19009
Gongogong,district,01IS19010
Iboy,district,01IS19011
Otol-Patac,district,01IS19013
Poblacion East,district,01IS19014
Poblacion West,district,01IS19015
Kinamantirisan,district,01IS19016
Sagneb,district,01IS19017
Sagsagat,district,01IS19018
San Juan,city,01IS20000
Bacsil,district,01IS20001
Baliw,district,01IS20002
Bannuar,district,01IS20003
Barbar,district,01IS20004
Cabanglotan,district,01IS20005
Cacandongan,district,01IS20006
Camanggaan,district,01IS20007
Camindoroan,district,01IS20008
Caronoan,district,01IS20009
Darao,district,01IS20010
Dardarat,district,01IS20012
Guimod Norte,district,01IS20013
Guimod Sur,district,01IS20014
Immayos Norte,district,01IS20015
Immayos Sur,district,01IS20016
Labnig,district,01IS20017
Lapting,district,01IS20018
Lira,district,01IS20019
Malamin,district,01IS20020
Muraya,district,01IS20021
Nagsabaran,district,01IS20022
Nagsupotan,district,01IS20023
Pandayan,district,01IS20025
Refaro,district,01IS20027
Resurreccion,district,01IS20028
Sabangan,district,01IS20029
San Isidro,district,01IS20031
Saoang,district,01IS20035
Solotsolot,district,01IS20037
Sunggiam,district,01IS20038
Surngit,district,01IS20039
Asilang,district,01IS20040
San Vicente,city,01IS21000
Bantaoay,district,01IS21001
Bayubay Norte,district,01IS21002
Bayubay Sur,district,01IS21003
Lubong,district,01IS21004
Poblacion,district,01IS21005
Pudoc,district,01IS21006
San Sebastian,district,01IS21007
Santa,city,01IS22000
Ampandula,district,01IS22001
Banaoang,district,01IS22002
Basug,district,01IS22003
Bucalag,district,01IS22004
Cabangaran,district,01IS22005
Calungboyan,district,01IS22006
Casiber,district,01IS22008
Dammay,district,01IS22009
Labut Norte,district,01IS22010
Labut Sur,district,01IS22011
Mabilbila Sur,district,01IS22012
Mabilbila Norte,district,01IS22013
Magsaysay District,district,01IS22014
Manueva,district,01IS22015
Marcos,district,01IS22016
Nagpanaoan,district,01IS22017
Namalangan,district,01IS22018
Oribi,district,01IS22019
Pasungol,district,01IS22020
Quezon,district,01IS22022
Quirino,district,01IS22023
Rancho,district,01IS22024
Rizal,district,01IS22025
Sacuyya Norte,district,01IS22026
Sacuyya Sur,district,01IS22027
Tabucolan,district,01IS22028
Santa Catalina,city,01IS23000
Cabaroan,district,01IS23001
Cabittaogan,district,01IS23002
Cabuloan,district,01IS23003
Pangada,district,01IS23004
Paratong,district,01IS23005
Poblacion,district,01IS23006
Sinabaan,district,01IS23007
Subec,district,01IS23008
Tamorong,district,01IS23009
Santa Cruz,city,01IS24000
Amarao,district,01IS24001
Babayoan,district,01IS24002
Bacsayan,district,01IS24003
Banay,district,01IS24004
Bayugao Este,district,01IS24005
Bayugao Oeste,district,01IS24006
Besalan,district,01IS24007
Bugbuga,district,01IS24008
Calaoaan,district,01IS24009
Camanggaan,district,01IS24010
Candalican,district,01IS24011
Capariaan,district,01IS24012
Casilagan,district,01IS24013
Coscosnong,district,01IS24014
Daligan,district,01IS24015
Dili,district,01IS24016
Gabor Norte,district,01IS24017
Gabor Sur,district,01IS24018
Lalong,district,01IS24019
Lantag,district,01IS24020
Las-Ud,district,01IS24021
Mambog,district,01IS24022
Mantanas,district,01IS24023
Nagtengnga,district,01IS24024
Padaoil,district,01IS24025
Paratong,district,01IS24026
Pattiqui,district,01IS24027
Pidpid,district,01IS24028
Pilar,district,01IS24029
Pinipin,district,01IS24030
Poblacion Este,district,01IS24031
Poblacion Norte,district,01IS24032
Poblacion Weste,district,01IS24033
Poblacion Sur,district,01IS24034
Quinfermin,district,01IS24035
Quinsoriano,district,01IS24036
Sagat,district,01IS24037
San Antonio,district,01IS24038
San Jose,district,01IS24039
San Pedro,district,01IS24040
Saoat,district,01IS24041
Sevilla,district,01IS24042
Sidaoen,district,01IS24043
Suyo,district,01IS24044
Tampugo,district,01IS24045
Turod,district,01IS24046
Villa Garcia,district,01IS24047
Villa Hermosa,district,01IS24048
Villa Laurencia,district,01IS24049
Santa Lucia,city,01IS25000
Alincaoeg,district,01IS25001
Angkileng,district,01IS25002
Arangin,district,01IS25003
Ayusan,district,01IS25004
Banbanaba,district,01IS25005
Bao-As,district,01IS25006
Barangobong,district,01IS25007
Buliclic,district,01IS25008
Burgos,district,01IS25009
Cabaritan,district,01IS25010
Catayagan,district,01IS25011
Conconig East,district,01IS25012
Conconig West,district,01IS25013
Damacuag,district,01IS25014
Lubong,district,01IS25015
Luba,district,01IS25016
Nagrebcan,district,01IS25017
Nagtablaan,district,01IS25018
Namatican,district,01IS25019
Nangalisan,district,01IS25020
Palali Norte,district,01IS25021
Palali Sur,district,01IS25022
Paoc Norte,district,01IS25023
Paoc Sur,district,01IS25024
Paratong,district,01IS25025
Pila East,district,01IS25026
Pila West,district,01IS25027
Quinabalayangan,district,01IS25028
Ronda,district,01IS25029
Sabuanan,district,01IS25030
San Juan,district,01IS25031
San Pedro,district,01IS25032
Sapang,district,01IS25033
Suagayan,district,01IS25034
Vical,district,01IS25035
Bani,district,01IS25036
Santa Maria,city,01IS26000
Ag-Agrao,district,01IS26001
Ampuagan,district,01IS26002
Baballasioan,district,01IS26003
Baliw Daya,district,01IS26004
Baliw Laud,district,01IS26005
Bia-O,district,01IS26006
Butir,district,01IS26007
Cabaroan,district,01IS26008
Danuman East,district,01IS26009
Danuman West,district,01IS26010
Dunglayan,district,01IS26011
Gusing,district,01IS26012
Langaoan,district,01IS26013
Laslasong Norte,district,01IS26014
Laslasong Sur,district,01IS26015
Laslasong West,district,01IS26016
Lesseb,district,01IS26017
Lingsat,district,01IS26018
Lubong,district,01IS26019
Maynganay Norte,district,01IS26020
Maynganay Sur,district,01IS26021
Nagsayaoan,district,01IS26022
Nagtupacan,district,01IS26023
Nalvo,district,01IS26024
Pacang,district,01IS26027
Penned,district,01IS26028
Poblacion Norte,district,01IS26029
Poblacion Sur,district,01IS26030
Silag,district,01IS26031
Sumagui,district,01IS26032
Suso,district,01IS26033
Tangaoan,district,01IS26034
Tinaan,district,01IS26035
Santiago,city,01IS27000
Al-Aludig,district,01IS27001
Ambucao,district,01IS27002
San Jose,district,01IS27003
Baybayabas,district,01IS27004
Bigbiga,district,01IS27005
Bulbulala,district,01IS27006
Busel-Busel,district,01IS27007
Butol,district,01IS27008
Caburao,district,01IS27009
Dan-Ar,district,01IS27010
Gabao,district,01IS27011
Guinabang,district,01IS27012
Imus,district,01IS27013
Lang-Ayan,district,01IS27014
Mambug,district,01IS27015
Nalasin,district,01IS27016
Olo-Olo Norte,district,01IS27017
Olo-Olo Sur,district,01IS27018
Poblacion Norte,district,01IS27019
Poblacion Sur,district,01IS27020
Sabangan,district,01IS27021
Salincub,district,01IS27022
San Roque,district,01IS27023
Ubbog,district,01IS27024
Santo Domingo,city,01IS28000
Binalayangan,district,01IS28001
Binongan,district,01IS28002
Borobor,district,01IS28003
Cabaritan,district,01IS28004
Cabigbigaan,district,01IS28005
Calautit,district,01IS28006
Calay-Ab,district,01IS28007
Camestizoan,district,01IS28008
Casili,district,01IS28009
Flora,district,01IS28010
Lagatit,district,01IS28011
Laoingen,district,01IS28012
Lussoc,district,01IS28013
Nalasin,district,01IS28014
Nagbettedan,district,01IS28015
Naglaoa-An,district,01IS28016
Nambaran,district,01IS28017
Nanerman,district,01IS28018
Napo,district,01IS28019
Padu Chico,district,01IS28020
Padu Grande,district,01IS28021
Paguraper,district,01IS28022
Panay,district,01IS28023
Pangpangdan,district,01IS28024
Parada,district,01IS28025
Paras,district,01IS28026
Poblacion,district,01IS28027
Puerta Real,district,01IS28030
Pussuac,district,01IS28031
Quimmarayan,district,01IS28032
San Pablo,district,01IS28033
Santa Cruz,district,01IS28034
Santo Tomas,district,01IS28035
Sived,district,01IS28036
Vacunero,district,01IS28038
Suksukit,district,01IS28039
Sigay,city,01IS29000
Abaccan,district,01IS29001
Mabileg,district,01IS29002
Matallucod,district,01IS29003
Poblacion,district,01IS29004
San Elias,district,01IS29005
San Ramon,district,01IS29006
Santo Rosario,district,01IS29007
Sinait,city,01IS30000
Aguing,district,01IS30001
Ballaigui,district,01IS30002
Baliw,district,01IS30003
Baracbac,district,01IS30004
Barikir,district,01IS30005
Battog,district,01IS30006
Binacud,district,01IS30007
Cabangtalan,district,01IS30008
Cabarambanan,district,01IS30009
Cabulalaan,district,01IS30010
Cadanglaan,district,01IS30011
Calingayan,district,01IS30012
Curtin,district,01IS30013
Dadalaquiten Norte,district,01IS30014
Dadalaquiten Sur,district,01IS30015
Duyayyat,district,01IS30016
Jordan,district,01IS30017
Calanutian,district,01IS30018
Katipunan,district,01IS30019
Macabiag,district,01IS30020
Magsaysay,district,01IS30021
Marnay,district,01IS30022
Masadag,district,01IS30023
Nagcullooban,district,01IS30024
Nagbalioartian,district,01IS30025
Nagongburan,district,01IS30026
Namnama,district,01IS30027
Pacis,district,01IS30028
Paratong,district,01IS30029
Dean Leopoldo Yabes,district,01IS30030
Purag,district,01IS30031
Quibit-Quibit,district,01IS30032
Quimmallogong,district,01IS30033
Rang-Ay,district,01IS30034
Ricudo,district,01IS30035
Sabangan,district,01IS30036
Sallacapo,district,01IS30037
Santa Cruz,district,01IS30038
Sapriana,district,01IS30039
Tapao,district,01IS30040
Teppeng,district,01IS30041
Tubigay,district,01IS30042
Ubbog,district,01IS30043
Zapat,district,01IS30044
Sugpon,city,01IS31000
Banga,district,01IS31001
Caoayan,district,01IS31002
Licungan,district,01IS31004
Danac,district,01IS31005
Pangotan,district,01IS31007
Balbalayang,district,01IS31008
Suyo,city,01IS32000
Baringcucurong,district,01IS32001
Cabugao,district,01IS32002
Man-Atong,district,01IS32003
Patoc-Ao,district,01IS32004
Poblacion,district,01IS32005
Suyo Proper,district,01IS32007
Urzadan,district,01IS32008
Uso,district,01IS32009
Tagudin,city,01IS33000
Ag-Aguman,district,01IS33001
Ambalayat,district,01IS33002
Baracbac,district,01IS33003
Bario-An,district,01IS33004
Baritao,district,01IS33005
Borono,district,01IS33006
Becques,district,01IS33007
Bimmanga,district,01IS33008
Bio,district,01IS33009
Bitalag,district,01IS33010
Bucao East,district,01IS33011
Bucao West,district,01IS33012
Cabaroan,district,01IS33013
Cabugbugan,district,01IS33014
Cabulanglangan,district,01IS33015
Dacutan,district,01IS33016
Dardarat,district,01IS33017
Del Pilar,district,01IS33018
Farola,district,01IS33019
Gabur,district,01IS33020
Garitan,district,01IS33021
Jardin,district,01IS33022
Lacong,district,01IS33023
Lantag,district,01IS33024
Las-Ud,district,01IS33025
Libtong,district,01IS33026
Lubnac,district,01IS33027
Magsaysay,district,01IS33028
Malacanang,district,01IS33029
Pacac,district,01IS33030
Pallogan,district,01IS33031
Pudoc East,district,01IS33032
Pudoc West,district,01IS33033
Pula,district,01IS33034
Quirino,district,01IS33035
Ranget,district,01IS33036
Rizal,district,01IS33038
Salvacion,district,01IS33039
San Miguel,district,01IS33040
Sawat,district,01IS33041
Tallaoen,district,01IS33044
Tampugo,district,01IS33045
Tarangotong,district,01IS33046
Vigan City,city,01IS34000
Ayusan Norte,district,01IS34001
Ayusan Sur,district,01IS34002
Barangay I,district,01IS34003
Barangay II,district,01IS34004
Barangay III,district,01IS34005
Barangay IV,district,01IS34006
Barangay V,district,01IS34007
Barangay VI,district,01IS34008
Barraca,district,01IS34009
Beddeng Laud,district,01IS34010
Beddeng Daya,district,01IS34011
Bongtolan,district,01IS34012
Bulala,district,01IS34013
Cabalangegan,district,01IS34014
Cabaroan Daya,district,01IS34015
Cabaroan Laud,district,01IS34016
Camangaan,district,01IS34017
Capangpangan,district,01IS34018
Mindoro,district,01IS34020
Nagsangalan,district,01IS34021
Pantay Daya,district,01IS34022
Pantay Fatima,district,01IS34023
Pantay Laud,district,01IS34024
Paoa,district,01IS34025
Paratong,district,01IS34026
Pong-Ol,district,01IS34027
Purok-A-Bassit,district,01IS34028
Purok-A-Dackel,district,01IS34029
Raois,district,01IS34030
Rugsuanan,district,01IS34031
Salindeg,district,01IS34032
San Jose,district,01IS34033
San Julian Norte,district,01IS34034
San Julian Sur,district,01IS34035
San Pedro,district,01IS34036
Tamag,district,01IS34037
Barangay VII,district,01IS34038
Barangay VIII,district,01IS34039
Barangay IX,district,01IS34040
La Union,province,01LU00000
Agoo,city,01LU01000
Ambitacay,district,01LU01001
Balawarte,district,01LU01002
Capas,district,01LU01003
Consolacion,district,01LU01004
Macalva Central,district,01LU01005
Macalva Norte,district,01LU01006
Macalva Sur,district,01LU01007
Nazareno,district,01LU01008
Purok,district,01LU01009
San Agustin East,district,01LU01010
San Agustin Norte,district,01LU01011
San Agustin Sur,district,01LU01012
San Antonino,district,01LU01013
San Antonio,district,01LU01014
San Francisco,district,01LU01015
San Isidro,district,01LU01016
San Joaquin Norte,district,01LU01017
San Joaquin Sur,district,01LU01018
San Jose Norte,district,01LU01019
San Jose Sur,district,01LU01020
San Juan,district,01LU01021
San Julian Central,district,01LU01022
San Julian East,district,01LU01023
San Julian Norte,district,01LU01024
San Julian West,district,01LU01025
San Manuel Norte,district,01LU01026
San Manuel Sur,district,01LU01027
San Marcos,district,01LU01028
San Miguel,district,01LU01029
San Nicolas Central,district,01LU01030
San Nicolas East,district,01LU01031
San Nicolas Norte,district,01LU01032
San Nicolas West,district,01LU01033
San Nicolas Sur,district,01LU01034
San Pedro,district,01LU01035
San Roque West,district,01LU01036
San Roque East,district,01LU01037
San Vicente Norte,district,01LU01038
San Vicente Sur,district,01LU01039
Santa Ana,district,01LU01040
Santa Barbara,district,01LU01041
Santa Fe,district,01LU01042
Santa Maria,district,01LU01043
Santa Monica,district,01LU01044
Santa Rita,district,01LU01045
Santa Rita East,district,01LU01046
Santa Rita Norte,district,01LU01047
Santa Rita Sur,district,01LU01048
Santa Rita West,district,01LU01049
Aringay,city,01LU02000
Alaska,district,01LU02001
Basca,district,01LU02002
Dulao,district,01LU02003
Gallano,district,01LU02004
Macabato,district,01LU02005
Manga,district,01LU02006
Pangao-Aoan East,district,01LU02007
Pangao-Aoan West,district,01LU02009
Poblacion,district,01LU02010
Samara,district,01LU02011
San Antonio,district,01LU02012
San Benito Norte,district,01LU02014
San Benito Sur,district,01LU02015
San Eugenio,district,01LU02016
San Juan East,district,01LU02018
San Juan West,district,01LU02019
San Simon East,district,01LU02020
San Simon West,district,01LU02021
Santa Cecilia,district,01LU02022
Santa Lucia,district,01LU02023
Santa Rita East,district,01LU02024
Santa Rita West,district,01LU02025
Santo Rosario East,district,01LU02027
Santo Rosario West,district,01LU02028
Bacnotan,city,01LU03000
Agtipal,district,01LU03001
Arosip,district,01LU03002
Bacqui,district,01LU03003
Bacsil,district,01LU03004
Bagutot,district,01LU03005
Ballogo,district,01LU03006
Baroro,district,01LU03007
Bitalag,district,01LU03008
Bulala,district,01LU03009
Burayoc,district,01LU03010
Bussaoit,district,01LU03011
Cabaroan,district,01LU03012
Cabarsican,district,01LU03013
Cabugao,district,01LU03014
Calautit,district,01LU03015
Carcarmay,district,01LU03016
Casiaman,district,01LU03017
Galongen,district,01LU03018
Guinabang,district,01LU03019
Legleg,district,01LU03020
Lisqueb,district,01LU03021
Mabanengbeng 1St,district,01LU03022
Mabanengbeng 2Nd,district,01LU03023
Maragayap,district,01LU03024
Nangalisan,district,01LU03025
Nagatiran,district,01LU03026
Nagsaraboan,district,01LU03027
Nagsimbaanan,district,01LU03028
Narra,district,01LU03029
Ortega,district,01LU03030
Paagan,district,01LU03031
Pandan,district,01LU03032
Pang-Pang,district,01LU03033
Poblacion,district,01LU03034
Quirino,district,01LU03035
Raois,district,01LU03036
Salincob,district,01LU03037
San Martin,district,01LU03038
Santa Cruz,district,01LU03039
Santa Rita,district,01LU03040
Sapilang,district,01LU03041
Sayoan,district,01LU03042
Sipulo,district,01LU03043
Tammocalao,district,01LU03044
Ubbog,district,01LU03045
Oya-Oy,district,01LU03046
Zaragosa,district,01LU03047
Bagulin,city,01LU04000
Alibangsay,district,01LU04001
Baay,district,01LU04002
Cambaly,district,01LU04003
Cardiz,district,01LU04004
Dagup,district,01LU04005
Libbo,district,01LU04006
Suyo,district,01LU04007
Tagudtud,district,01LU04008
Tio-Angan,district,01LU04009
Wallayan,district,01LU04010
